,pop_00,white_00,hu_00,ohu_00,rhu_00,state,county,tract,FIPS,total_25_00,male_25_col_bd_00,male_25_col_md_00,male_25_col_psd_00,male_25_col_phd_00,female_25_col_bd_00,female_25_col_md_00,female_25_col_psd_00,female_25_col_phd_00,mhval_00,mrent_00,hh_00,hinc_00,I_10000_00,I_15000_00,I_20000_00,I_25000_00,I_30000_00,I_35000_00,I_40000_00,I_45000_00,I_50000_00,I_60000_00,I_75000_00,I_100000_00,I_125000_00,I_150000_00,I_200000_00,I_201000_00
138,4400,3847,1620,1509,111,53,033,021500,53033021500,3132,550,214,129,76,591,178,42,58,267000,1150,1625,84725,24,4,57,27,39,89,53,40,39,153,152,358,230,147,111,102
139,4726,3895,1750,1357,393,53,033,021600,53033021600,3170,442,122,90,43,459,129,47,38,237300,701,1760,63587,60,35,113,51,56,51,105,134,53,182,230,237,111,146,39,157
140,5252,4419,2415,1165,1250,53,033,021700,53033021700,3736,471,171,7,50,421,106,0,0,185200,800,2421,47207,175,83,116,107,171,149,227,126,101,260,304,357,67,93,35,50
141,4105,3462,1735,1082,653,53,033,021802,53033021802,2732,387,104,0,23,329,72,0,5,193100,945,1746,56923,98,42,55,81,107,68,78,116,110,144,298,304,81,61,36,67
142,4150,3510,1710,1037,673,53,033,021803,53033021803,2722,434,117,41,28,457,124,13,0,220500,686,1716,47841,94,60,125,87,154,130,101,64,62,157,231,220,89,88,34,20
143,4226,3618,1670,1014,656,53,033,021804,53033021804,2857,342,46,15,40,376,54,17,16,220500,876,1664,53833,77,92,73,45,80,131,101,100,54,137,300,199,143,55,61,16
144,5995,4882,2428,1378,1050,53,033,021903,53033021903,4124,568,157,7,27,477,209,0,9,230400,898,2435,59036,123,73,32,150,170,141,111,113,124,199,377,435,203,65,96,23
145,4864,3371,1636,1157,479,53,033,021904,53033021904,2992,420,87,28,39,380,79,13,27,228800,714,1639,64503,81,34,45,41,75,72,110,67,59,161,281,283,201,60,39,30
146,4765,3944,1871,1344,527,53,033,021905,53033021905,3137,457,141,63,32,403,149,48,22,212700,1251,1863,65362,48,28,57,73,53,132,82,148,70,177,237,388,167,95,47,61
147,3617,2778,1467,1189,278,53,033,021906,53033021906,2348,388,100,38,20,463,106,28,11,224200,820,1452,64052,54,19,71,20,65,91,24,72,77,171,216,227,139,96,61,49
148,3813,3123,1433,1042,391,53,033,022001,53033022001,2537,313,157,39,34,335,113,37,9,254800,775,1446,68095,43,47,55,75,69,40,57,30,54,108,217,211,203,74,87,76
149,5315,4277,1923,1255,668,53,033,022003,53033022003,3443,439,166,36,20,441,125,45,0,218300,915,1915,65349,36,33,50,50,52,77,69,96,123,236,330,377,255,83,9,39
150,4447,3362,1979,868,1111,53,033,022005,53033022005,3073,466,133,32,25,431,112,34,17,201100,994,1979,50513,76,55,64,127,87,77,147,133,212,258,239,255,130,68,36,15
151,3653,2945,1620,1024,596,53,033,022006,53033022006,2741,420,99,20,39,382,133,18,7,200900,942,1628,60739,46,33,70,104,56,111,57,123,87,114,186,361,129,66,39,46
152,4769,4085,1746,1442,304,53,033,022101,53033022101,3289,458,235,27,82,471,196,35,7,271900,1028,1761,70718,88,37,32,47,37,22,90,52,78,151,301,299,188,156,86,97
153,5286,4489,1951,1617,334,53,033,022102,53033022102,3463,577,144,24,69,620,245,18,39,254800,1002,1965,72472,30,19,27,25,53,33,135,106,50,186,394,345,244,144,89,85
154,4588,3978,1682,1230,452,53,033,022201,53033022201,3019,472,85,43,49,332,87,54,0,205100,922,1698,64063,44,20,29,63,115,91,106,80,70,156,271,339,182,107,7,18
155,6790,5581,2836,1762,1074,53,033,022202,53033022202,4604,651,164,53,23,750,174,37,34,221000,820,2834,57275,219,52,62,101,89,98,171,223,104,374,451,482,234,93,51,30
156,4429,3725,1662,1409,253,53,033,022203,53033022203,3058,654,167,46,57,394,154,44,0,284400,1130,1662,82176,4,20,41,51,28,52,31,57,63,110,279,323,217,155,139,92
157,2555,2347,984,924,60,53,033,022300,53033022300,1823,354,153,86,39,294,105,25,10,409900,971,972,95789,21,26,30,6,10,25,24,27,26,62,95,158,172,41,103,146
158,7113,6336,3353,2079,1274,53,033,022400,53033022400,5323,1001,344,72,69,1053,277,61,37,344300,997,3345,68381,148,74,61,42,137,200,139,177,156,345,348,530,307,232,189,260
159,6246,5477,3249,1916,1333,53,033,022500,53033022500,4859,986,302,148,43,939,345,77,31,295300,1011,3243,62288,114,50,47,116,198,91,103,162,243,384,368,478,312,163,171,243
160,4487,3569,1884,1345,539,53,033,022603,53033022603,3132,442,128,43,15,548,46,27,22,231800,989,1884,70377,21,42,23,41,74,142,116,117,76,135,239,356,261,146,53,42
161,3823,3060,1521,1158,363,53,033,022604,53033022604,2662,459,90,25,21,330,112,17,5,244700,1206,1525,62114,74,21,43,58,38,52,52,57,72,249,255,282,130,73,48,21
162,5080,3561,2236,801,1435,53,033,022605,53033022605,3434,510,286,44,54,458,123,8,6,246000,985,2231,55607,61,67,56,56,142,143,57,174,186,251,220,363,146,137,56,116
163,5484,4474,2363,1804,559,53,033,022606,53033022606,4067,695,309,56,81,675,208,42,31,225600,967,2445,64035,93,83,41,49,122,138,95,156,160,166,377,424,260,105,85,91
164,2583,2253,1534,604,930,53,033,022701,53033022701,2047,406,173,47,14,351,103,13,0,409300,1031,1496,60756,56,122,30,37,37,62,31,102,79,179,182,187,114,67,41,170
165,3402,3018,1273,966,307,53,033,022702,53033022702,2192,396,201,85,54,408,134,56,27,359200,972,1191,76902,47,23,34,15,13,23,46,37,70,105,156,238,111,57,84,132
166,2260,1936,817,623,194,53,033,022703,53033022703,1571,228,114,17,9,249,86,19,0,307400,1057,779,79380,14,9,31,29,41,20,26,44,10,49,90,119,117,43,33,104
167,7674,4680,3705,1448,2257,53,033,022801,53033022801,5319,894,534,144,120,937,317,101,28,252500,862,3742,51282,279,143,101,229,180,167,231,198,282,375,369,501,187,89,209,202
168,4384,3273,1870,1330,540,53,033,022802,53033022802,3150,506,243,56,53,519,162,20,4,253800,1059,1868,67232,35,33,33,44,78,56,91,123,88,252,262,314,132,135,101,91
169,4164,2765,1741,564,1177,53,033,022803,53033022803,2975,608,357,43,45,514,182,34,13,341000,1188,1738,73864,36,47,24,46,92,58,68,123,85,160,140,337,184,94,128,116
170,3002,2246,1015,903,112,53,033,022901,53033022901,2136,311,150,49,54,341,117,15,23,250200,1398,1025,76697,9,30,0,38,26,32,60,42,11,87,157,184,129,68,101,51
171,6049,4953,2523,1882,641,53,033,022902,53033022902,4409,871,366,81,100,756,302,30,37,296900,1071,2504,88246,64,28,50,72,79,108,102,40,84,149,242,463,325,276,193,229
172,5123,4026,1862,1651,211,53,033,023000,53033023000,3582,652,258,68,45,600,155,19,19,282000,1472,1868,76910,29,44,2,44,39,40,86,40,124,160,282,309,213,203,86,167
173,3685,2883,1427,1175,252,53,033,023100,53033023100,2802,542,132,45,52,395,164,43,11,252300,1135,1427,68661,40,35,49,47,39,38,87,72,91,136,162,216,172,109,58,76
174,5477,3204,2453,799,1654,53,033,023201,53033023201,3896,646,341,52,43,485,207,17,9,237300,888,2460,46765,175,152,110,146,107,179,185,140,135,295,199,327,170,55,46,39
175,3986,2261,1808,586,1222,53,033,023202,53033023202,2881,285,109,62,20,305,66,23,11,206200,745,1809,40711,137,175,75,119,142,131,111,145,84,166,176,164,95,35,0,54
176,6286,4530,2198,1759,439,53,033,023300,53033023300,4206,649,235,78,91,615,170,16,13,231300,1032,2199,66688,43,79,67,99,129,79,102,113,122,177,294,439,211,82,72,91
177,3433,2470,1473,919,554,53,033,023401,53033023401,2413,360,166,29,0,401,71,45,0,229500,813,1488,48942,69,94,55,120,78,83,80,74,113,152,164,126,122,59,51,48
178,7152,6071,2733,2319,414,53,033,023402,53033023402,4996,1030,317,141,37,917,322,105,25,296400,1079,2739,84201,83,28,54,33,77,98,82,129,94,223,336,396,492,246,226,142
179,3465,2765,1477,1047,430,53,033,023500,53033023500,2545,530,168,50,47,488,155,22,0,310300,1027,1474,71279,19,34,12,41,63,65,94,92,74,125,163,311,131,88,88,74
180,3649,2755,1679,935,744,53,033,023601,53033023601,2725,493,193,67,31,456,155,32,16,269200,952,1594,55900,70,32,61,97,62,102,108,84,54,187,214,238,146,70,39,30
181,5299,2948,2437,774,1663,53,033,023603,53033023603,3753,654,361,82,60,496,230,55,10,285600,817,2433,49124,242,114,104,165,195,92,72,79,184,279,243,309,180,60,58,57
182,5783,3646,2508,1019,1489,53,033,023604,53033023604,4122,659,225,81,80,518,175,43,11,253500,896,2503,52788,92,120,105,146,124,160,102,117,208,266,352,267,194,63,111,76
183,4063,3307,1698,1138,560,53,033,023700,53033023700,2892,597,238,121,39,459,235,38,28,400000,937,1734,71522,39,55,12,43,29,89,163,103,82,128,160,250,222,79,94,186
184,2421,1884,1212,658,554,53,033,023801,53033023801,1886,335,105,50,18,343,42,19,0,238400,934,1282,52667,57,39,53,55,90,73,51,76,112,122,152,212,99,30,29,32
185,2588,2075,1559,413,1146,53,033,023802,53033023802,2295,307,99,85,53,351,124,5,16,253400,1087,1516,42778,203,91,81,76,40,95,101,95,30,136,174,143,89,46,30,86
186,6474,5491,2797,1952,845,53,033,023900,53033023900,4797,860,421,174,92,930,340,72,23,473000,894,2805,71552,168,112,65,71,101,93,132,159,96,212,235,341,305,103,199,413
187,6915,5670,3298,2050,1248,53,033,024000,53033024000,5335,1091,292,137,85,905,295,116,47,316900,1185,3304,60560,69,57,108,225,167,172,201,191,156,280,457,470,275,138,160,178
188,4341,3909,1598,1510,88,53,033,024100,53033024100,3034,617,308,235,63,706,218,56,22,706700,1547,1606,129212,15,12,37,43,27,47,42,15,31,55,107,161,189,114,174,537
189,3001,2747,1106,1014,92,53,033,024200,53033024200,2104,440,165,175,54,454,200,50,6,781000,1625,1095,133756,11,24,26,14,33,12,8,21,30,27,82,135,86,98,120,368
190,6477,5206,2805,2038,767,53,033,024300,53033024300,4891,812,328,333,96,914,369,130,35,426100,891,2806,74605,91,106,92,97,69,92,116,139,158,160,289,430,343,178,181,265
191,2531,1974,1138,505,633,53,033,024400,53033024400,1748,282,167,57,24,308,139,45,30,427600,1017,1120,55625,63,30,41,30,39,111,65,67,31,125,99,96,101,48,75,99
192,4787,4021,1721,1591,130,53,033,024500,53033024500,3349,635,333,293,61,690,234,129,19,528300,1730,1734,103728,12,36,45,23,33,61,65,19,71,104,121,247,168,171,112,446
193,4498,3888,1564,1495,69,53,033,024601,53033024601,3019,467,315,321,113,702,205,103,77,636400,2001,1558,119132,23,30,18,16,21,24,0,34,54,85,80,243,188,142,208,392
194,3743,3160,1209,1161,48,53,033,024602,53033024602,2417,506,197,281,47,469,234,124,34,711300,1846,1216,127470,10,37,0,19,12,11,30,17,20,65,57,120,192,149,123,354
195,3495,2712,1485,1098,387,53,033,024701,53033024701,2489,475,154,27,30,521,134,19,13,244800,819,1490,64605,39,58,25,66,48,93,93,58,96,108,181,274,198,74,65,14
196,6065,4567,2352,1935,417,53,033,024702,53033024702,4317,848,286,58,41,679,171,69,15,288100,1139,2360,79507,26,33,47,62,31,42,34,71,131,173,421,500,390,185,95,119
197,5314,3764,2207,1279,928,53,033,024800,53033024800,3671,618,163,50,23,440,204,60,0,204900,1026,2202,56034,52,25,90,116,99,117,138,132,126,329,319,300,240,79,28,12
198,5011,3523,1783,1630,153,53,033,024901,53033024901,3529,560,454,147,132,642,301,72,47,383900,1523,1780,95685,52,27,12,45,13,21,47,24,31,134,232,287,197,231,208,219
199,3586,2810,1307,1115,192,53,033,024902,53033024902,2542,481,217,62,35,465,162,36,37,314300,1050,1312,87179,17,25,12,28,20,32,54,61,32,106,162,213,188,106,150,106
200,6649,4440,2158,2046,112,53,033,024903,53033024903,4282,882,418,178,170,1007,277,54,36,401100,2001,2163,107255,52,15,23,8,18,7,58,61,68,99,231,337,302,262,292,330
201,4789,3669,1759,1427,332,53,033,025001,53033025001,3325,754,190,30,45,560,166,55,21,278000,990,1757,78427,33,28,30,45,67,67,41,62,84,132,244,373,270,114,89,78
202,6678,5026,2422,1800,622,53,033,025003,53033025003,4404,970,491,187,79,1025,313,100,34,483800,1059,2423,105383,15,18,17,52,59,102,63,85,87,168,167,301,299,235,275,480
203,4202,3224,1713,1314,399,53,033,025004,53033025004,2916,609,245,35,21,564,154,37,0,357900,911,1710,79755,62,33,49,10,64,93,100,39,100,131,133,292,150,132,143,179
204,5029,3335,1935,1188,747,53,033,025101,53033025101,3250,549,63,35,5,520,82,31,0,216400,720,1930,56603,81,62,68,93,77,130,152,116,92,180,192,267,172,116,75,57
205,4429,3349,1748,1175,573,53,033,025102,53033025102,3070,424,143,9,8,294,77,23,7,214500,949,1753,62923,50,37,33,75,78,62,98,88,67,195,332,333,163,53,51,38
206,6272,4655,2611,1803,808,53,033,025200,53033025200,4446,518,99,8,17,497,107,34,23,190100,687,2614,53676,200,170,61,95,139,121,95,93,169,326,310,451,142,133,65,44
207,6967,5097,3523,1386,2137,53,033,025300,53033025300,5307,463,132,0,19,368,91,8,0,166600,693,3526,40561,403,252,208,259,176,225,207,290,131,334,349,275,177,34,115,91
208,6316,4140,2821,1110,1711,53,033,025400,53033025400,4171,419,58,12,8,422,75,12,7,141700,702,2828,39029,260,222,212,182,141,270,167,188,110,250,423,249,93,9,31,21
209,4241,2913,1890,986,904,53,033,025500,53033025500,2904,284,45,14,6,259,73,13,0,156500,785,1893,45775,120,97,112,104,116,158,119,105,104,269,258,173,82,61,6,9
210,6164,4901,2514,1896,618,53,033,025600,53033025600,4271,440,158,5,17,354,84,13,29,177900,642,2521,51952,139,73,95,163,116,107,187,137,174,281,387,314,174,93,37,44
211,5446,3482,2584,800,1784,53,033,025701,53033025701,3435,413,77,3,0,241,80,14,0,163200,685,2491,36930,202,127,144,217,223,219,188,208,135,312,179,171,87,5,36,38
212,3374,2333,1135,1016,119,53,033,025702,53033025702,2267,412,102,17,18,290,92,15,8,185300,1137,1223,68772,18,25,42,32,49,46,45,58,71,92,239,281,131,22,41,31
213,7816,4746,3229,1964,1265,53,033,025801,53033025801,5396,645,114,34,10,569,76,36,0,168400,774,3223,51518,154,151,83,172,200,202,162,259,138,353,456,447,215,143,67,21
214,4228,2846,1621,853,768,53,033,025803,53033025803,2613,172,76,21,23,156,30,0,0,141500,821,1623,43717,131,19,23,103,132,171,119,133,77,113,217,275,68,13,0,29
215,3759,2875,1295,1105,190,53,033,025804,53033025804,2464,238,29,7,20,179,69,0,0,163400,1041,1300,61139,22,6,21,55,34,50,77,71,125,148,267,228,108,33,28,27
216,5132,2380,1952,1640,312,53,033,026001,53033026001,3609,389,126,26,45,384,104,26,8,195700,844,1964,55984,45,40,51,117,118,167,95,139,85,185,325,300,168,77,35,17
217,5812,2714,2353,1033,1320,53,033,026002,53033026002,3992,293,99,35,0,269,97,0,0,170200,773,2358,42895,220,90,152,156,176,137,103,193,131,292,288,275,65,31,20,29
218,6036,2128,2385,1456,929,53,033,026100,53033026100,4032,332,70,36,0,309,36,23,16,158200,696,2383,42896,193,104,137,141,138,227,127,175,137,175,361,227,105,45,58,33
219,4938,2725,2416,829,1587,53,033,026200,53033026200,3499,357,113,9,19,232,54,15,0,140400,716,2422,41545,134,102,125,172,182,217,203,138,137,270,277,221,146,34,19,45
220,1231,726,501,320,181,53,033,026300,53033026300,884,55,0,0,0,33,0,0,0,132100,686,515,41042,22,37,28,58,28,23,49,38,27,52,64,47,6,14,17,5
221,5824,3039,2348,1036,1312,53,033,026400,53033026400,3813,310,32,26,8,214,70,33,0,145900,673,2358,40291,132,159,252,140,125,209,150,177,101,217,341,222,79,36,8,10
222,2640,778,857,192,665,53,033,026500,53033026500,1367,15,4,0,0,14,0,0,0,141600,328,857,16285,275,117,104,121,46,28,36,19,24,15,42,16,8,0,6,0
223,2123,1218,757,529,228,53,033,026600,53033026600,1437,117,35,0,0,74,14,7,0,164200,742,754,49861,30,13,51,30,59,31,45,71,48,119,134,104,19,0,0,0
224,5611,3819,2096,1488,608,53,033,026700,53033026700,3801,294,117,14,15,412,96,28,9,208400,749,2085,49641,113,78,117,101,124,106,80,146,192,207,197,321,128,37,86,52
225,4961,2321,1968,868,1100,53,033,026801,53033026801,3261,128,37,7,9,96,35,0,0,134300,680,1971,37838,215,103,132,119,143,127,220,113,106,242,199,143,58,45,0,6
226,5117,2345,1749,904,845,53,033,026802,53033026802,3196,140,19,25,6,118,30,25,0,148800,614,1745,40839,179,119,99,102,96,146,106,122,118,181,164,174,89,22,22,6
227,1505,977,550,388,162,53,033,026900,53033026900,966,60,22,3,0,78,15,3,0,133700,835,537,43781,26,16,36,37,19,30,70,54,32,77,53,54,25,0,8,0
228,3228,2036,1117,882,235,53,033,027000,53033027000,2135,85,46,11,7,102,6,14,7,139600,744,1128,45431,59,43,64,61,77,85,118,52,59,98,145,162,74,11,16,4
229,3086,1810,1262,572,690,53,033,027100,53033027100,2051,160,25,12,0,122,19,9,0,130000,628,1268,36071,182,87,128,64,85,58,120,71,81,55,99,155,35,38,10,0
230,2108,1266,819,415,404,53,033,027200,53033027200,1333,67,20,0,0,67,14,0,0,132700,660,817,38207,86,37,46,87,72,41,56,44,77,77,106,52,19,4,5,8
231,5624,3066,1963,1073,890,53,033,027300,53033027300,3471,150,37,29,0,159,52,15,0,142500,652,1959,41358,114,105,150,112,156,113,148,254,119,113,175,264,66,48,7,15
232,4980,3279,1795,1402,393,53,033,027400,53033027400,3301,130,18,6,0,133,16,5,0,145300,630,1792,45625,119,64,100,160,85,133,121,98,103,229,221,243,73,31,7,5
233,4578,3272,1796,1188,608,53,033,027500,53033027500,3240,158,37,25,17,145,77,21,0,149200,721,1784,42625,179,85,124,107,137,99,103,134,71,184,143,278,79,17,44,0
234,4168,2562,1664,848,816,53,033,027600,53033027600,2798,277,48,25,21,281,52,34,0,251800,651,1672,38378,223,86,157,125,108,88,73,93,77,144,147,148,85,40,55,23
235,5161,4694,2196,1673,523,53,033,027701,53033027701,3729,512,205,99,82,548,174,103,39,260200,637,2193,54297,148,103,110,123,95,101,105,90,143,148,344,288,136,85,81,93
236,4962,4614,1997,1670,327,53,033,027702,53033027702,3621,545,190,96,36,549,303,70,38,266000,828,2003,61705,113,39,57,90,81,91,109,113,107,164,245,303,198,65,119,109
237,3396,3148,1445,1288,157,53,033,027800,53033027800,2578,402,73,84,28,389,125,14,0,277000,703,1451,76953,63,33,45,40,64,55,79,71,17,84,155,290,174,102,95,84
238,6373,5061,2990,1443,1547,53,033,027900,53033027900,4665,322,65,37,9,348,127,22,16,168600,604,3011,36613,276,173,191,284,258,259,210,127,147,293,281,279,120,55,25,33
239,3392,2006,1580,253,1327,53,033,028000,53033028000,2169,130,25,14,0,99,13,0,8,158600,675,1582,32500,179,115,115,131,161,147,115,145,104,105,98,109,31,0,19,8
240,2207,969,797,311,486,53,033,028100,53033028100,1303,40,11,0,6,57,14,5,6,148300,643,769,36699,43,46,34,58,108,69,68,54,16,68,130,40,21,8,0,6
241,4362,2067,1792,683,1109,53,033,028200,53033028200,2770,248,38,18,5,179,8,13,11,146200,716,1791,39795,121,110,118,100,148,152,151,142,127,171,185,134,66,31,26,9
242,3175,2392,1179,1015,164,53,033,028300,53033028300,2200,211,39,24,5,145,29,0,0,167700,1015,1189,60470,23,8,35,65,40,56,50,69,48,183,246,190,91,44,18,23
243,4628,2620,1788,869,919,53,033,028402,53033028402,2975,161,52,14,0,214,37,0,0,146800,590,1794,37031,148,127,149,112,194,128,78,83,84,157,227,161,88,19,19,20
244,4852,2851,2259,1158,1101,53,033,028403,53033028403,3267,233,51,43,22,123,28,13,0,116600,589,2269,33869,215,138,203,256,171,199,254,106,126,130,208,173,60,25,5,0
245,3587,2607,1583,935,648,53,033,028500,53033028500,2588,199,28,17,0,184,55,21,0,152500,723,1567,41952,65,84,80,121,135,156,98,120,58,112,247,128,106,23,15,19
246,6298,5547,2558,1991,567,53,033,028600,53033028600,4617,724,277,139,49,643,221,37,16,295400,684,2557,68531,104,126,77,96,124,126,131,112,76,175,271,462,262,144,141,130
247,5075,4162,1906,1670,236,53,033,028700,53033028700,3540,326,75,6,32,303,39,7,4,172100,923,1905,56835,54,51,68,79,75,113,114,89,138,258,300,272,168,56,47,23
248,3693,2328,1025,759,266,53,033,028801,53033028801,2561,119,53,8,9,133,33,23,0,130500,643,1027,48750,58,27,49,80,61,124,67,24,38,116,144,138,55,16,14,16
249,5997,3123,2386,856,1530,53,033,028802,53033028802,3756,230,40,54,0,228,52,38,0,169100,690,2388,43991,153,173,108,119,174,140,168,203,158,248,282,205,88,35,53,81
250,3638,2998,1485,820,665,53,033,028901,53033028901,2779,272,121,47,11,311,77,28,8,175000,774,1486,51950,79,23,47,159,84,91,53,105,63,164,257,212,68,17,19,45
251,6453,3375,2523,808,1715,53,033,028902,53033028902,3926,206,48,0,33,233,100,12,0,161100,672,2537,35281,215,158,124,266,294,197,250,225,77,236,179,165,52,41,31,27
252,4610,3621,1758,1287,471,53,033,029001,53033029001,3473,245,102,33,20,314,73,7,0,172800,734,1758,52500,73,66,36,49,129,133,127,100,108,195,220,320,104,43,23,32
253,5240,3398,2037,993,1044,53,033,029003,53033029003,3173,258,58,33,0,234,26,19,0,159100,716,2030,44149,171,103,99,98,126,175,136,123,87,243,280,236,80,41,17,15
254,3419,1592,1349,525,824,53,033,029004,53033029004,1987,44,15,6,0,76,28,7,11,105300,637,1396,27284,279,94,117,134,157,121,49,89,77,74,90,55,36,8,9,7
255,4926,3602,1870,1302,568,53,033,029100,53033029100,3271,227,57,45,6,220,18,20,13,162100,798,1879,59779,83,51,59,62,45,134,92,58,96,267,376,348,102,35,52,19
256,8717,5491,4193,1722,2471,53,033,029201,53033029201,6126,552,168,45,21,561,243,41,0,135400,678,4140,39212,502,222,252,269,248,297,321,203,271,459,459,354,165,60,17,41
257,2685,1773,1125,396,729,53,033,029203,53033029203,1679,112,0,15,9,58,42,16,11,141800,681,1110,36121,95,85,96,130,53,57,105,79,40,102,124,73,61,0,10,0
258,5195,3577,2101,869,1232,53,033,029204,53033029204,3106,264,100,18,6,351,76,23,6,194900,813,2097,47298,66,52,99,130,172,176,177,114,101,255,225,258,141,57,36,38
259,5456,3246,2132,1366,766,53,033,029303,53033029303,3613,411,103,55,17,373,47,47,0,174900,870,2124,50750,110,131,144,61,165,103,127,100,103,243,185,326,159,109,51,7
260,4567,3476,1649,1261,388,53,033,029304,53033029304,2907,443,113,16,12,345,89,10,0,195200,917,1641,65104,16,37,27,73,63,46,70,108,148,186,220,227,189,128,45,58
261,3701,2515,1231,946,285,53,033,029305,53033029305,2279,243,56,0,13,195,58,0,0,204400,582,1224,64868,39,16,70,54,44,40,59,72,89,76,173,271,146,55,13,7
262,2648,1947,1018,900,118,53,033,029306,53033029306,1887,211,69,24,0,167,52,11,0,151100,689,1043,52844,27,35,28,29,59,82,90,43,100,116,147,99,81,34,45,28
263,4064,3091,1279,1153,126,53,033,029307,53033029307,2500,354,116,0,0,234,63,0,0,191200,1078,1275,74461,29,21,19,29,43,45,40,42,60,108,214,368,163,65,21,8
264,5179,3215,1869,1224,645,53,033,029403,53033029403,3277,332,92,24,6,274,43,32,0,183200,787,1880,54758,96,86,104,100,86,84,96,109,81,192,261,372,132,52,17,12
265,5688,4097,1707,1551,156,53,033,029405,53033029405,3384,502,89,14,30,379,77,26,0,185700,1115,1700,82252,30,6,0,24,16,15,58,59,73,162,236,543,296,116,38,28
266,3855,2934,1286,1075,211,53,033,029406,53033029406,2378,277,102,17,9,279,101,0,0,195400,891,1279,76785,13,17,30,18,13,32,56,53,70,91,209,402,116,64,83,12
267,4410,2921,1597,740,857,53,033,029407,53033029407,2770,204,82,10,0,181,37,17,0,156500,673,1604,43396,85,81,112,141,114,156,50,106,62,198,155,226,81,28,9,0
268,4157,2545,1549,784,765,53,033,029408,53033029408,2392,172,83,9,0,176,52,8,0,153000,689,1561,39923,104,71,115,102,175,106,109,37,147,192,109,204,47,37,6,0
269,5572,4052,1745,1418,327,53,033,029502,53033029502,3320,407,124,12,6,305,84,9,8,195800,1060,1747,67371,29,31,36,36,48,38,58,108,142,213,330,294,216,126,36,6
270,7133,4161,2896,526,2370,53,033,029503,53033029503,3979,363,58,24,7,250,57,0,7,165200,669,2916,34888,340,183,203,211,285,240,230,211,106,306,266,224,44,35,21,11
271,4484,2870,1881,515,1366,53,033,029504,53033029504,2654,264,75,0,0,240,55,9,11,142500,804,1884,40126,130,90,128,102,186,143,158,131,166,181,217,182,22,16,32,0
272,6933,4357,2106,1341,765,53,033,029601,53033029601,3721,295,63,11,9,321,33,14,0,173000,577,2109,51450,145,142,169,115,61,104,63,108,104,254,317,284,112,83,28,20
273,3016,2541,985,922,63,53,033,029602,53033029602,1935,281,91,23,30,224,41,64,0,219200,1315,973,73722,24,7,9,25,24,65,26,7,61,76,185,160,118,35,44,107
274,6173,4912,2661,1376,1285,53,033,029700,53033029700,4257,272,99,15,11,361,45,26,9,154300,605,2652,37500,178,242,172,243,229,210,89,114,144,210,328,196,136,41,67,53
275,7556,5574,2958,1401,1557,53,033,029801,53033029801,4836,614,150,37,8,487,106,43,0,184800,765,2959,50961,166,53,85,155,140,152,213,206,248,455,337,345,209,66,112,17
276,7049,5644,2341,2088,253,53,033,029802,53033029802,4530,420,84,32,22,303,59,23,12,165400,911,2338,61754,55,32,73,59,71,168,117,151,124,272,304,578,189,77,32,36
277,4676,3655,1469,1093,376,53,033,029901,53033029901,2821,274,34,7,22,231,33,19,9,172100,659,1485,60152,74,51,39,14,79,45,53,99,63,221,272,259,94,56,61,5
278,3826,3232,1298,1201,97,53,033,029902,53033029902,2496,359,102,14,0,248,73,14,0,190300,1100,1285,76214,24,15,20,8,66,58,30,26,52,126,179,335,179,82,61,24
279,8504,5624,3411,1580,1831,53,033,030002,53033030002,5225,308,57,28,0,275,56,10,0,127300,644,3434,34750,301,261,268,325,347,224,222,238,286,291,317,174,83,39,28,30
280,5363,3946,2218,1461,757,53,033,030003,53033030003,3792,411,123,43,24,290,149,18,0,173400,713,2208,56217,109,43,68,89,124,94,173,124,104,264,267,430,140,57,74,48
281,7680,3685,2982,762,2220,53,033,030004,53033030004,4272,373,110,15,11,288,101,15,8,160600,711,2982,39084,335,131,143,225,276,227,191,272,159,290,329,229,98,37,40,0
282,7485,5866,2803,2219,584,53,033,030100,53033030100,5059,690,291,53,68,719,192,54,15,239400,589,2806,72545,115,51,110,80,149,75,77,143,95,299,264,419,301,204,175,249
283,5133,3530,1929,1223,706,53,033,030201,53033030201,3155,227,36,10,12,225,56,23,7,140500,765,1926,46466,51,62,70,83,130,145,178,159,192,233,269,210,62,54,8,20
284,6514,4407,2363,1484,879,53,033,030202,53033030202,4230,287,102,7,0,293,108,40,0,142800,790,2367,45766,219,69,104,156,122,132,127,230,114,343,344,233,51,35,53,35
285,7054,4500,3269,1654,1615,53,033,030303,53033030303,4828,413,135,38,7,364,83,17,12,101700,724,3262,37982,355,162,174,327,280,224,197,261,204,301,326,255,97,54,21,24
286,2469,1891,849,640,209,53,033,030304,53033030304,1505,86,31,31,0,117,14,16,0,172200,906,839,52204,51,25,32,24,37,52,43,61,61,94,100,101,73,39,29,17
287,4735,3713,1886,1295,591,53,033,030305,53033030305,3166,351,162,36,26,340,91,19,0,180200,876,1892,58214,64,44,75,64,128,48,88,144,90,226,303,322,122,52,49,73
288,5758,4362,1920,1617,303,53,033,030306,53033030306,3606,376,152,14,20,376,94,13,0,177500,844,1912,67436,24,25,31,32,42,80,127,105,68,205,325,421,226,64,84,53
289,6703,3905,2304,1157,1147,53,033,030308,53033030308,3911,505,108,29,15,565,90,21,0,202900,839,2305,60829,29,86,65,116,128,137,164,75,71,251,395,447,224,81,22,14
