,FIPS,state,county,tract,pop_90,hh_90,white_90,total_25_col_9th_90,total_25_col_12th_90,total_25_col_hs_90,total_25_col_sc_90,total_25_col_ad_90,total_25_col_bd_90,total_25_col_gd_90,I_5000_90,I_10000_90,I_12500_90,I_15000_90,I_17500_90,I_20000_90,I_22500_90,I_25000_90,I_27500_90,I_30000_90,I_32500_90,I_35000_90,I_37500_90,I_40000_90,I_42500_90,I_45000_90,I_47500_90,I_50000_90,I_55000_90,I_60000_90,I_75000_90,I_100000_90,I_125000_90,I_150000_90,I_150001_90,hinc_90,ohu_90,rhu_90,mrent_90,mhval_90
6430,06071005600,06,071,5600,7174,2069,7174,3473,856,949,669,614,212,98,2069,194,552,207,75,170,128,179,59,89,61,54,60,8,48,32,24,19,15,51,10,26,0,0,8,15096,2020,479,430,66000
6431,06071005700,06,071,5700,1740,504,1740,1130,202,254,246,270,74,58,504,80,274,22,18,21,12,0,0,9,18,25,11,0,0,9,0,0,0,5,0,0,0,0,0,7075,592,12,300,87500
6432,06071005800,06,071,5800,4022,1382,4022,1993,567,498,403,299,109,103,1382,152,441,127,103,122,55,28,54,37,42,39,35,35,35,6,28,8,13,0,0,5,17,0,0,11929,1428,188,371,62400
6433,06071005900,06,071,5900,1254,343,1254,645,174,260,108,58,18,17,343,39,102,39,5,17,10,14,27,6,0,19,0,7,6,0,0,0,6,0,23,16,7,0,0,11955,350,156,408,65100
6434,06071006000,06,071,6000,660,268,660,436,70,121,81,87,36,33,268,0,79,14,15,20,26,6,6,22,17,0,7,0,7,13,8,0,14,14,0,0,0,0,0,18077,198,123,388,72300
6435,06071006100,06,071,6100,7734,2616,7734,4828,186,408,1328,1565,555,486,2616,69,107,48,74,74,99,89,77,90,132,117,151,178,88,127,106,93,69,127,172,235,174,63,21,37585,2706,2003,632,100400
6436,06071006200,06,071,6200,10308,4072,10308,6041,371,755,1774,1707,602,579,4072,101,480,221,227,321,183,252,197,196,104,200,151,167,130,113,96,55,95,225,118,179,149,58,34,25689,4060,1628,502,95200
6437,06071006300,06,071,6300,11031,3734,11031,6570,587,1327,1817,1790,479,423,3734,151,460,193,209,176,189,249,185,213,199,242,84,153,144,199,66,84,51,183,97,125,82,0,0,25646,3702,1945,492,83200
6438,06071006400,06,071,6400,6628,2234,6628,3585,650,980,976,661,126,127,2234,120,569,157,106,162,137,110,64,104,92,26,116,81,38,57,42,16,6,79,26,53,68,0,5,17555,2152,893,446,74500
6439,06071006500,06,071,6500,6612,1751,6612,3368,579,1109,873,504,73,163,1751,200,342,230,74,85,144,43,47,60,107,87,16,53,46,11,10,72,15,14,9,61,18,7,0,15868,1841,566,480,71200
6440,06071006600,06,071,6600,10937,3239,10937,5918,765,1101,1915,1416,391,229,3239,177,282,157,152,155,117,90,125,185,108,263,119,55,189,161,33,114,176,181,113,181,76,17,0,30680,3243,2130,448,91600
6441,06071006700,06,071,6700,3743,1078,3743,1975,406,488,552,326,95,44,1078,37,124,41,78,63,78,67,58,20,41,58,36,59,81,37,48,17,21,40,24,29,10,6,0,24698,1093,665,501,80000
6442,06071006800,06,071,6800,693,259,693,402,74,130,134,37,0,23,259,18,43,11,24,0,34,14,16,5,13,6,8,24,0,13,5,11,0,3,8,0,3,0,0,19963,223,57,439,74100
6443,06071006900,06,071,6900,2972,801,2972,1505,526,353,448,131,27,11,801,85,125,72,57,49,47,77,12,23,33,78,22,8,14,3,5,17,10,6,0,34,11,13,0,18165,816,446,400,65800
6444,06071007000,06,071,7000,5936,1953,5936,3198,671,689,930,541,155,112,1953,128,356,89,151,146,96,109,133,95,70,77,93,57,51,58,20,32,22,43,40,41,46,0,0,20241,1934,906,490,73800
6445,06071007101,06,071,7101,5644,2463,5644,3314,116,592,1038,825,290,358,2463,193,176,84,130,140,98,175,112,165,81,177,57,123,69,141,62,62,71,120,26,140,50,11,0,26871,2423,836,558,99100
6446,06071007102,06,071,7102,8275,3103,8275,5001,103,480,1164,1377,566,829,3103,122,130,70,101,129,108,183,147,143,146,128,139,140,84,136,98,121,79,195,113,280,210,37,24,35098,3084,1503,622,122600
6447,06071007103,06,071,7103,9899,3599,9899,6249,164,476,1386,1706,514,1073,3599,34,55,44,127,75,111,168,88,100,136,114,157,166,159,157,84,168,90,298,167,386,447,139,55,45365,3539,2496,599,139800
6448,06071007200,06,071,7200,5918,1793,5918,3082,531,606,655,627,201,279,1793,114,214,122,101,140,83,158,103,93,22,63,57,78,47,46,40,45,56,39,5,121,35,6,0,21938,1718,818,511,82100
6449,06071007300,06,071,7300,19613,6842,19613,12485,1035,1164,1579,2377,1236,2846,6842,301,507,385,324,362,346,207,265,285,216,317,193,208,231,264,159,142,181,280,262,484,501,195,89,31759,6921,2915,507,152000
6450,06071007403,06,071,7403,6898,2730,6898,4679,126,340,1212,1394,313,694,2730,85,84,29,102,72,77,93,141,57,130,170,101,124,79,137,86,68,27,168,136,280,311,61,61,40383,2744,2005,568,130000
6451,06071007404,06,071,7404,4576,1701,4576,3066,52,218,687,856,370,476,1701,41,52,49,56,26,11,53,66,43,38,42,56,64,75,49,33,28,37,132,59,234,351,74,32,51081,1667,1354,579,156800
6452,06071007405,06,071,7405,6413,2211,6413,3115,203,521,882,923,298,234,2211,163,339,149,101,150,123,105,104,106,44,81,89,93,70,101,55,50,61,37,40,91,59,0,0,21917,2254,757,522,91900
6453,06071007406,06,071,7406,9766,3561,9766,5811,302,982,1770,1486,635,436,3561,121,234,96,160,165,179,171,178,194,176,227,157,126,109,156,102,194,98,173,90,229,136,80,10,31173,3485,2078,569,104700
6454,06071007500,06,071,7500,932,1,932,878,167,332,193,155,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11250,13,0,575,0
6455,06071007601,06,071,7601,6102,2022,6102,3312,351,683,1176,761,185,133,2022,57,240,173,128,99,189,199,81,89,114,72,117,78,51,32,25,58,23,103,20,50,15,0,9,21570,1962,773,480,72900
6456,06071007602,06,071,7602,7154,2286,7154,4000,252,699,1272,880,458,291,2286,190,136,108,91,81,94,130,95,82,104,131,80,122,62,110,107,120,15,122,37,159,87,23,0,30611,2267,1507,520,87200
6457,06071007700,06,071,7700,627,56,627,271,0,0,45,110,16,62,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,20,20,0,0,67301,51,0,766,0
6458,06071007800,06,071,7800,3822,1753,3822,2364,88,117,483,638,309,472,1753,84,43,65,53,146,107,67,81,98,67,106,114,56,55,109,91,32,30,92,52,116,50,5,0,31545,1785,337,624,135200
6459,06071007900,06,071,7900,7401,2331,7401,4628,290,251,827,1139,575,897,2331,48,12,20,7,7,30,33,15,49,27,105,44,70,92,95,42,53,56,189,137,522,409,105,49,60688,2377,2229,648,170600
6460,06071008001,06,071,8001,5423,1687,5423,3184,350,536,875,697,272,271,1687,50,97,36,47,71,41,88,72,88,38,92,28,52,65,98,90,56,66,138,132,128,107,7,0,39173,1651,1201,636,98900
6461,06071008002,06,071,8002,7240,2234,7240,3849,759,855,997,667,291,159,2234,117,256,186,242,67,138,197,149,55,121,112,89,72,61,122,36,23,32,13,49,74,23,0,0,21409,2171,884,536,79300
6462,06071008100,06,071,8100,3338,1692,3338,2231,162,266,504,574,183,349,1692,89,220,91,100,62,91,145,71,99,82,84,80,108,26,34,23,38,16,67,20,56,63,21,0,24190,1683,295,513,105200
6463,06071008200,06,071,8200,5020,2362,5020,3696,136,270,761,771,328,724,2362,111,230,97,147,62,105,147,64,129,81,109,92,49,68,43,44,31,61,88,88,201,147,71,37,30183,2357,1131,556,138900
6464,06071008301,06,071,8301,6688,2426,6688,4507,129,327,888,1163,376,852,2426,20,119,46,93,67,81,44,111,118,59,137,92,89,55,132,69,77,25,125,134,322,242,65,43,41553,2395,1366,621,161900
6465,06071008302,06,071,8302,3240,1181,3240,2192,99,118,209,518,225,474,1181,4,33,25,12,15,41,35,20,30,32,59,57,34,0,56,46,28,22,46,39,110,170,138,33,54472,1165,1023,693,175900
6466,06071008401,06,071,8401,6376,2324,6376,3983,212,420,945,1021,379,673,2324,81,69,84,116,39,134,63,98,67,123,117,85,107,95,79,42,98,108,164,139,225,153,24,4,37009,2383,1583,634,120400
6467,06071008402,06,071,8402,6381,2237,6381,3959,59,260,1007,1022,361,799,2237,41,65,55,55,59,6,67,59,50,61,86,46,81,62,127,50,69,69,219,227,370,234,65,7,50207,2198,1840,869,142000
6468,06071008403,06,071,8403,5530,1806,5530,3496,56,197,395,989,406,841,1806,25,40,18,17,37,22,17,77,21,26,24,41,54,67,92,51,29,70,118,93,333,313,111,44,57951,1889,1563,703,162500
6469,06071008404,06,071,8404,3409,1024,3409,1483,119,204,459,456,76,132,1024,43,174,69,45,60,47,69,50,82,51,35,8,22,44,39,30,28,12,29,14,69,4,0,0,22750,952,205,530,117500
6470,06071008500,06,071,8500,7547,2784,7547,5293,54,227,786,998,409,1374,2784,19,58,0,39,64,7,62,56,141,52,64,71,80,55,87,33,72,60,106,90,447,374,242,80,64943,2719,2526,1001,231800
6471,06071008600,06,071,8600,6005,2265,6005,3738,349,521,1119,962,280,293,2265,70,192,129,113,97,85,147,113,85,58,84,87,118,70,114,66,75,79,70,81,134,97,40,36,31295,2229,1431,531,121700
6472,06071008701,06,071,8701,12967,4957,12967,8918,463,1154,2196,2403,846,1052,4957,149,420,237,148,230,200,160,230,98,121,154,156,177,104,190,125,177,108,330,220,473,377,174,73,37479,4900,4245,548,151000
6473,06071008702,06,071,8702,15494,6598,15494,10887,1090,2398,3316,2582,609,522,6598,290,1095,568,388,386,341,265,292,256,240,353,254,209,167,191,59,178,130,186,107,344,177,45,16,22179,6651,4942,513,110100
6474,06071008800,06,071,8800,5294,2090,5294,3460,261,622,1040,979,178,250,2090,110,249,131,95,76,80,122,78,106,82,76,118,80,31,76,45,38,72,99,44,173,71,30,0,27453,2071,1292,479,103600
6475,06071008901,06,071,8901,3431,1166,3431,1852,111,310,682,398,166,90,1166,111,95,46,23,28,63,33,27,69,26,37,38,79,103,60,20,53,0,24,72,127,32,0,0,34145,1405,863,364,40300
6476,06071009102,06,071,9102,6852,1594,6852,2988,34,130,983,1099,317,347,1594,17,24,67,148,150,175,151,122,156,136,76,82,37,33,45,45,4,7,57,24,15,17,6,0,23832,1688,14,422,55000
6477,06071009103,06,071,9103,13388,4428,13388,8253,449,1567,3050,1985,549,480,4428,209,455,159,130,128,222,170,99,112,87,305,107,220,213,274,151,150,116,275,192,357,192,61,22,35352,4438,3731,565,131000
6478,06071009104,06,071,9104,10343,3709,10343,5785,676,1105,2070,1316,344,184,3709,210,673,307,271,181,234,188,127,163,113,182,123,84,61,99,61,52,46,156,125,124,75,29,7,19770,3506,1666,428,83500
6479,06071009200,06,071,9200,5058,1944,5058,3360,40,225,880,846,361,575,1944,63,96,83,79,18,56,14,34,52,16,63,88,151,20,58,96,78,130,145,55,234,135,86,48,44609,1728,1312,700,162300
6480,06071009300,06,071,9300,1472,521,1472,932,96,127,374,155,112,53,521,0,75,45,33,14,24,14,13,38,15,24,41,24,0,29,12,25,11,9,7,40,21,7,0,28250,497,352,425,76400
6481,06071009400,06,071,9400,3948,1530,3948,2235,341,601,655,375,153,63,1530,154,306,114,127,89,86,75,57,66,48,78,32,37,39,7,24,28,8,32,44,49,13,0,17,16798,1524,438,376,55400
6482,06071009500,06,071,9500,7093,2563,7093,4159,356,594,1407,1079,366,197,2563,57,226,147,148,140,70,145,111,192,127,124,95,130,39,127,93,51,133,100,70,183,25,10,6,28396,2635,1374,482,68500
6483,06071009603,06,071,9603,1477,388,1477,662,13,39,253,202,62,47,388,0,7,18,18,26,66,33,29,30,15,25,15,23,22,13,21,0,0,7,15,5,0,0,0,24741,328,0,388,0
6484,06071009704,06,071,9704,10059,3345,10059,6053,391,1085,1821,1671,537,354,3345,122,324,112,122,193,91,197,122,204,89,224,156,184,102,155,80,102,76,184,108,207,142,31,0,31077,3404,2648,589,96200
6485,06071009705,06,071,9705,14468,4841,14468,8344,485,1540,2493,2276,582,620,4841,179,484,215,254,228,198,198,233,268,146,227,187,280,105,208,130,89,36,282,176,332,252,66,50,30193,4829,3208,520,112900
6486,06071009706,06,071,9706,22519,7781,22519,13881,426,1857,3816,3960,1244,1507,7781,246,464,322,216,330,236,309,170,297,289,451,183,379,344,348,200,200,200,383,370,765,630,120,76,37490,7793,5376,531,130300
6487,06071009800,06,071,9800,4954,1622,4954,2747,585,488,648,623,204,139,1622,90,295,148,99,59,57,87,87,80,90,49,38,30,52,67,6,18,19,81,52,51,42,17,0,21810,1694,712,423,79800
