,pop_90,white_90,hh_90,total_25_col_9th_90,total_25_col_12th_90,total_25_col_hs_90,total_25_col_sc_90,total_25_col_ad_90,total_25_col_bd_90,total_25_col_gd_90,mhval_90,mrent_90,hinc_90,ohu_90,rhu_90,I_5000_90,I_10000_90,I_12500_90,I_15000_90,I_17500_90,I_20000_90,I_22500_90,I_25000_90,I_27500_90,I_30000_90,I_32500_90,I_35000_90,I_37500_90,I_40000_90,I_42500_90,I_45000_90,I_47500_90,I_50000_90,I_55000_90,I_60000_90,I_75000_90,I_100000_90,I_125000_90,I_150000_90,I_150001_90,state,county,tract,FIPS
1559,5542.0,4149.0,2229.0,255.0,375.0,1349.0,985.0,142.0,359.0,127.0,55900.0,401.0,28131.0,1291.0,929.0,142.0,94.0,111.0,143.0,116.0,77.0,146.0,88.0,170.0,109.0,128.0,108.0,87.0,127.0,85.0,42.0,38.0,43.0,122.0,66.0,140.0,47.0,0.0,0.0,0.0,47,157,010610,47157010610
1560,3665.0,1181.0,1418.0,54.0,196.0,729.0,554.0,167.0,241.0,78.0,59500.0,440.0,22410.0,309.0,1084.0,94.0,89.0,69.0,124.0,136.0,63.0,139.0,36.0,96.0,55.0,103.0,42.0,93.0,53.0,13.0,44.0,42.0,26.0,36.0,23.0,39.0,3.0,0.0,0.0,0.0,47,157,010620,47157010620
1561,5140.0,2626.0,2204.0,95.0,227.0,1235.0,929.0,109.0,348.0,27.0,64600.0,406.0,22366.0,437.0,1778.0,98.0,128.0,182.0,116.0,288.0,113.0,187.0,150.0,148.0,82.0,139.0,64.0,66.0,54.0,64.0,35.0,50.0,59.0,64.0,40.0,67.0,0.0,7.0,0.0,3.0,47,157,010630,47157010630
1562,4043.0,3856.0,1591.0,58.0,344.0,1035.0,805.0,184.0,384.0,141.0,68200.0,607.0,38583.0,1439.0,127.0,60.0,85.0,13.0,26.0,52.0,43.0,18.0,34.0,105.0,58.0,109.0,79.0,68.0,105.0,107.0,71.0,61.0,44.0,118.0,58.0,160.0,105.0,7.0,0.0,5.0,47,157,010710,47157010710
1563,3080.0,2904.0,1490.0,18.0,168.0,664.0,638.0,151.0,419.0,182.0,88300.0,452.0,32337.0,669.0,856.0,14.0,58.0,72.0,54.0,75.0,119.0,83.0,50.0,71.0,63.0,92.0,46.0,75.0,40.0,88.0,48.0,31.0,37.0,73.0,13.0,135.0,96.0,34.0,11.0,12.0,47,157,010720,47157010720
1564,5250.0,4590.0,2182.0,118.0,461.0,1219.0,993.0,143.0,454.0,199.0,69100.0,497.0,34049.0,1216.0,932.0,14.0,138.0,82.0,68.0,88.0,109.0,124.0,116.0,79.0,103.0,100.0,113.0,119.0,73.0,93.0,129.0,124.0,55.0,106.0,93.0,144.0,79.0,25.0,0.0,8.0,47,157,010810,47157010810
1565,3565.0,3259.0,1419.0,52.0,196.0,902.0,657.0,111.0,415.0,305.0,89500.0,554.0,41475.0,1145.0,308.0,11.0,24.0,18.0,32.0,68.0,37.0,67.0,36.0,58.0,33.0,97.0,39.0,85.0,75.0,50.0,70.0,56.0,43.0,91.0,84.0,177.0,95.0,61.0,8.0,4.0,47,157,010820,47157010820
1566,3257.0,2109.0,1360.0,61.0,122.0,731.0,769.0,103.0,259.0,77.0,65100.0,494.0,30514.0,631.0,694.0,25.0,51.0,60.0,29.0,85.0,58.0,69.0,98.0,101.0,74.0,146.0,67.0,43.0,56.0,55.0,61.0,54.0,41.0,54.0,6.0,73.0,42.0,12.0,0.0,0.0,47,157,010900,47157010900
1567,4700.0,3465.0,1919.0,345.0,718.0,1114.0,600.0,139.0,188.0,96.0,57000.0,525.0,27490.0,1519.0,352.0,144.0,125.0,114.0,108.0,89.0,72.0,82.0,97.0,129.0,99.0,133.0,97.0,54.0,21.0,94.0,42.0,86.0,96.0,68.0,37.0,61.0,65.0,0.0,0.0,6.0,47,157,011010,47157011010
1568,2721.0,582.0,1031.0,103.0,157.0,411.0,508.0,102.0,180.0,24.0,55200.0,450.0,23558.0,338.0,748.0,52.0,51.0,37.0,89.0,96.0,54.0,109.0,65.0,75.0,16.0,74.0,38.0,30.0,26.0,35.0,31.0,22.0,34.0,31.0,38.0,28.0,0.0,0.0,0.0,0.0,47,157,011020,47157011020
