,FIPS,pop_90,white_90,hh_90,total_25_col_9th_90,total_25_col_12th_90,total_25_col_hs_90,total_25_col_sc_90,total_25_col_ad_90,total_25_col_bd_90,total_25_col_gd_90,mhval_90,mrent_90,hinc_90,ohu_90,rhu_90,I_5000_90,I_10000_90,I_12500_90,I_15000_90,I_17500_90,I_20000_90,I_22500_90,I_25000_90,I_27500_90,I_30000_90,I_32500_90,I_35000_90,I_37500_90,I_40000_90,I_42500_90,I_45000_90,I_47500_90,I_50000_90,I_55000_90,I_60000_90,I_75000_90,I_100000_90,I_125000_90,I_150000_90,I_150001_90,state,county,tract,trtid_base,trtid90
0,53033000100.0,4891.000024866213,3526.00001792645,2385.00001212552,236.0000011998418,291.00000147946594,651.0000033097331,922.0000046875175,180.00000091513357,643.0000032690605,451.000002292918,171600.00087242734,447.0000022725817,23782.00012090948,828.0000042096144,1560.0000079311576,121.00000061517312,343.00000174383786,112.00000056941644,236.0000011998418,130.0000006609298,123.00000062534127,87.00000044231456,79.00000040164196,125.00000063550942,158.0000008032839,35.00000017794264,73.0000003711375,42.000000213531166,38.000000193194865,65.0000003304649,38.000000193194865,38.000000193194865,59.00000029996045,66.00000033554898,48.00000024403562,111.00000056433237,125.00000063550942,52.00000026437192,28.00000014235411,53.000000269455995,53,033,000100,53033000100,53033000100.0
1,53033000200.0,7096.999979654837,5574.999984017996,3275.999990608602,91.9999997362611,311.99999910558114,1384.999996029583,1406.999995966515,365.99999895077787,1133.9999967491315,505.99999854943604,125099.99964137243,533.9999984691677,31394.9999099991,1823.9999947710896,1448.9999958461124,57.999999833729824,196.99999943525475,103.99999970186038,76.99999977926201,126.99999963592565,180.9999994811224,291.9999991629157,176.9999994925893,179.99999948398911,143.9999995871913,180.9999994811224,117.99999966172619,170.99999950978966,75.99999978212874,135.99999961012512,118.99999965885947,134.99999961299184,79.99999977066183,186.99999946392202,89.99999974199456,215.99999938078693,166.99999952125657,24.99999992833182,15.999999954132365,21.999999936932003,53,033,000200,53033000200,53033000200.0
2,53033000300.0,2466.000012952251,1947.0000102262907,1051.000005520201,83.00000043594356,133.00000069856017,398.0000020904282,531.0000027889884,172.00000090340112,287.0000015074193,149.00000078259748,120200.00063133032,571.0000029990816,30302.000159156167,650.0000034140159,379.00000199063385,51.00000026786894,56.0000002941306,35.000000183831624,38.00000019958862,33.00000017332696,39.00000020484095,80.00000042018657,71.00000037291558,69.00000036241092,50.00000026261661,29.000000152317632,42.00000022059795,49.00000025736428,44.00000023110261,44.00000023110261,34.00000017857929,20.00000010504664,33.00000017332696,46.000000241607275,60.00000031513993,97.00000050947622,23.000000120803637,8.000000042018657,0.0,0.0,53,033,000300,53033000300,53033000300.0
3,53033000401.0,3485.629157481744,2985.115075016743,1824.1152462516056,121.84143163333646,237.54696383190057,710.8877773714811,780.5740638092526,160.84822089724634,467.64319263586333,203.36123840959755,54609.504969473826,211.6885304996457,11574.49772663591,797.6669265204041,1009.7937355511051,96.85955536319193,221.76893671391457,99.05094801846776,67.9331723135509,90.72365592841959,80.64324971415076,139.37257287554314,47.772359885013216,120.52659604017096,99.05094801846776,61.358994347723396,53.90825931978556,78.45185705887492,46.01924576079255,55.66137344400622,45.142688698682214,67.49489378249574,24.105319208034192,62.6738299408889,60.0441587545579,85.46431355575758,77.13702146570941,19.72253389748252,8.765570621103343,14.463191524820514,53,033,000401,53033000400,53033000400.0
4,53033000402.0,4467.370628311913,3825.8847415355763,2337.88464164896,156.15856087900312,304.45302156985497,911.1121789415217,1000.4258882212393,206.15176921796453,599.3567786255263,260.6387490930124,69990.49167454599,271.31145649121765,14834.501562063284,1022.3330244596606,1294.206202392889,124.14043868438736,284.2310496574661,126.94904589444137,87.0668235116744,116.27633849623612,103.35674532998766,178.6274185594352,61.22763717917748,154.4733965529707,126.94904589444137,78.64100188151235,69.09173736732872,100.54813811993365,58.980751411134264,71.33862313537192,57.857308527112664,86.5051020696636,30.89467931059414,80.32616620754476,76.95583755547995,109.5356811921065,98.86297379390125,25.277464890486115,11.23442884021605,18.536807586356485,53,033,000402,53033000400,53033000400.0
5,53033000500.0,3123.0000052887353,2954.0000050025374,1284.0000021744272,35.00000005927177,89.00000015071964,481.00000081456346,557.0000009432679,127.00000021507185,741.000001254868,377.00000063844163,198300.0003358169,848.0000014360703,51724.000087593515,1192.0000020186271,86.0000001456392,23.00000003895002,37.00000006265873,5.000000008467396,36.00000006096525,28.000000047417416,4.0000000067739165,12.00000002032175,36.00000006096525,47.00000007959352,74.00000012531746,44.00000007451308,19.000000032176104,50.00000008467396,45.00000007620656,34.00000005757829,39.000000066045686,53.000000089754394,26.000000044030458,81.00000013717181,51.000000086367436,137.00000023200664,145.00000024555447,106.00000017950879,31.000000052497853,121.00000020491098,53,033,000500,53033000500,53033000500.0
6,53033000600.0,6559.872340712132,5216.019981164575,2899.891933760519,188.27879611155552,428.35916575644904,1123.695672030871,1173.5048773513884,400.4660107769593,974.268056069319,524.9890240782527,131894.7756887299,605.6799366974907,30209.28302689376,1750.295474962979,1181.474350202671,86.66801725770016,224.14142394232798,94.63749010898293,135.48103847180712,169.35129808975893,129.50393383334506,209.1986623461728,70.72907155513461,187.28261200514515,120.53827687565195,172.33985040898997,74.713807980776,100.61459474744501,81.68709672564842,111.57261991795882,66.74433512949322,60.76723049103114,56.782494065389756,130.5001179397554,91.64893778975188,246.05747428335562,190.2711643243762,65.74815102308287,16.93512980897589,5.977104638462079,53,033,000600,53033000600,53033000600.0
7,53033000700.0,3443.999953792314,2770.9999628218648,1695.9999772449955,56.99999923523865,193.99999739712803,540.9999927414756,565.9999924060539,194.99999738371116,642.9999913729553,216.9999970885401,118999.99840339296,484.99999349282007,28287.9996204637,714.9999904069409,990.999986703886,35.99999951699283,154.9999979203858,113.9999984704773,79.99999892665073,80.99999891323387,69.99999906081939,97.99999868514715,94.99999872539775,95.99999871198088,72.9999990205688,86.99999883273267,73.99999900715193,60.999999181571184,48.999999342573574,68.99999907423626,67.99999908765312,43.9999994096579,18.99999974507955,59.99999919498805,58.999999208404915,91.99999876564834,77.99999895348446,0.0,10.999999852414476,26.999999637744622,53,033,000700,53033000700,53033000700.0
8,53033000800.0,2421.999995030492,2078.999995734266,1003.9999979399727,42.99999991177174,112.99999976814433,332.9999993167439,465.99999904385186,181.99999962656875,430.99999911566556,283.9999994172831,128099.99973716185,597.9999987730116,36584.99992493416,720.9999985206377,265.99999945421587,57.99999988099444,27.99999994254904,10.99999997742998,34.9999999281863,37.99999992203084,4.9999999897409,46.99999990356446,36.99999992408266,45.99999990561628,52.99999989125354,50.99999989535718,47.99999990151264,70.99999985432078,47.99999990151264,24.9999999487045,29.9999999384454,66.99999986252806,23.99999995075632,58.99999987894262,27.99999994254904,30.99999993639358,105.99999978250707,28.99999994049722,22.99999995280814,5.99999998768908,53,033,000800,53033000800,53033000800.0
9,53033000900.0,2009.928959678608,1781.536107191823,891.2767565691383,34.924845351366564,60.15025465610593,221.08654084938462,259.9997279746466,107.34096049064945,455.5313399280637,431.785867792271,238641.5619906177,660.5431602645989,54962.81644102451,787.987851171791,122.52011670340748,18.99999994249083,49.09825383166845,1.2716624996318453,27.722535429430902,45.369916346434294,47.156056678614405,24.716733455351196,3.005747726402543,17.774536317431142,10.09245196655349,30.1965078691592,39.02309931924094,17.895943982375954,8.618479523798396,36.32946523458626,16.96529654493815,15.254310755453528,19.387268126934188,27.335212997310382,51.72828309227068,114.84963631885003,122.75713005013701,66.36411429971142,37.32946523155946,42.034649028803585,53,033,000900,106066003100,106066003100.0
