pop_18,white_18,hh_18,hinc_18,mhval_18,mhval_18_se,mrent_18,mrent_18_se,total_25_18,total_25_col_bd_18,total_25_col_md_18,total_25_col_pd_18,total_25_col_phd_18,tot_units_built_18,units_40_49_built_18,units_39_early_built_18,ohu_18,rhu_18,mmhcosts_18,iinc_18,mov_wc_w_income_18,mov_wc_9000_18,mov_wc_15000_18,mov_wc_25000_18,mov_wc_35000_18,mov_wc_50000_18,mov_wc_65000_18,mov_wc_75000_18,mov_wc_76000_more_18,mov_oc_w_income_18,mov_oc_9000_18,mov_oc_15000_18,state_x,county_x,tract_x,mov_oc_25000_18,mov_oc_35000_18,mov_oc_50000_18,mov_oc_65000_18,mov_oc_75000_18,mov_oc_76000_more_18,mov_os_w_income_18,mov_os_9000_18,mov_os_15000_18,mov_os_25000_18,mov_os_35000_18,mov_os_50000_18,mov_os_65000_18,mov_os_75000_18,mov_os_76000_more_18,mov_fa_w_income_18,mov_fa_9000_18,mov_fa_15000_18,mov_fa_25000_18,mov_fa_35000_18,mov_fa_50000_18,mov_fa_65000_18,mov_fa_75000_18,mov_fa_76000_more_18,FIPS,mhval_12,mhval_12_se,mrent_12,mrent_12_se,mov_wc_w_income_12,mov_wc_9000_12,mov_wc_15000_12,mov_wc_25000_12,mov_wc_35000_12,mov_wc_50000_12,mov_wc_65000_12,mov_wc_75000_12,mov_wc_76000_more_12,mov_oc_w_income_12,mov_oc_9000_12,mov_oc_15000_12,mov_oc_25000_12,mov_oc_35000_12,mov_oc_50000_12,mov_oc_65000_12,mov_oc_75000_12,mov_oc_76000_more_12,mov_os_w_income_12,mov_os_9000_12,mov_os_15000_12,mov_os_25000_12,mov_os_35000_12,mov_os_50000_12,mov_os_65000_12,mov_os_75000_12,mov_os_76000_more_12,mov_fa_w_income_12,mov_fa_9000_12,mov_fa_15000_12,mov_fa_25000_12,mov_fa_35000_12,mov_fa_50000_12,mov_fa_65000_12,mov_fa_75000_12,mov_fa_76000_more_12,iinc_12,trtid_base_x,state_y,county_y,tract_y,pop_00,white_00,hu_00,ohu_00,rhu_00,total_25_00,male_25_col_bd_00,male_25_col_md_00,male_25_col_psd_00,male_25_col_phd_00,female_25_col_bd_00,female_25_col_md_00,female_25_col_psd_00,female_25_col_phd_00,hh_00,hinc_00,mrent_00,mhval_00,trtid00,trtid_base_y,state,county,tract,pop_90,hh_90,white_90,total_25_col_9th_90,total_25_col_12th_90,total_25_col_hs_90,total_25_col_sc_90,total_25_col_ad_90,total_25_col_bd_90,total_25_col_gd_90,hinc_90,ohu_90,rhu_90,mrent_90,mhval_90,trtid90,inc80_18,inc120_18,inc80_00,inc120_00,inc80_90,low_80120_18,mod_80120_18,high_80120_18,low_pdmt_medhhinc_18,high_pdmt_medhhinc_18,mod_pdmt_medhhinc_18,mix_low_medhhinc_18,mix_mod_medhhinc_18,mix_high_medhhinc_18,inc_cat_medhhinc_18,inc_cat_medhhinc_encoded18,low_80120_00,mod_80120_00,high_80120_00,low_pdmt_medhhinc_00,high_pdmt_medhhinc_00,mod_pdmt_medhhinc_00,mix_low_medhhinc_00,mix_mod_medhhinc_00,mix_high_medhhinc_00,inc_cat_medhhinc_00,inc_cat_medhhinc_encoded00,per_all_li_90,per_all_li_00,per_all_li_18,all_li_count_90,all_li_count_00,all_li_count_18,real_mhval_90,real_mrent_90,real_hinc_90,real_mhval_00,real_mrent_00,real_hinc_00,real_mhval_12,real_mrent_12,real_mhval_18,real_mrent_18,real_hinc_18,per_nonwhite_90,per_nonwhite_00,per_nonwhite_18,hu_90,per_rent_90,per_rent_00,hu_18,per_rent_18,total_25_90,per_col_90,male_25_col_00,female_25_col_00,total_25_col_00,per_col_00,per_col_18,per_units_pre50_18,per_limove_18,mov_tot_w_income_18,per_limove_12,mov_tot_w_income_12,lmh_flag_encoded,lmh_flag_category,pctch_real_mhval_00_18,pctch_real_mrent_12_18,rent_decrease,rent_marginal,rent_increase,rent_rapid_increase,house_decrease,house_marginal,house_increase,house_rapid_increase,tot_decrease,tot_marginal,tot_increase,tot_rapid_increase,change_flag_encoded,change_flag_category,per_ch_zillow_12_18,ab_50pct_ch,ab_90percentile_ch,rent_50pct_ch,rent_90percentile_ch,hv_abrm_ch,rent_abrm_ch,pctch_real_mhval_90_00,pctch_real_mrent_90_00,pctch_real_hinc_90_00,pctch_real_mrent_00_18,pctch_real_hinc_00_18,ch_all_li_count_90_00,ch_all_li_count_00_18,ch_per_col_90_00,ch_per_col_00_18,ch_per_limove_12_18,pop00flag,aboverm_per_all_li_90,aboverm_per_all_li_00,aboverm_per_all_li_18,aboverm_per_nonwhite_18,aboverm_per_nonwhite_90,aboverm_per_nonwhite_00,aboverm_per_rent_90,aboverm_per_rent_00,aboverm_per_rent_18,aboverm_per_col_90,aboverm_per_col_00,aboverm_per_col_18,aboverm_real_mrent_90,aboverm_real_mrent_00,aboverm_real_mrent_12,aboverm_real_mrent_18,aboverm_real_mhval_90,aboverm_real_mhval_00,aboverm_real_mhval_18,aboverm_pctch_real_mhval_00_18,aboverm_pctch_real_mrent_00_18,aboverm_pctch_real_mrent_12_18,aboverm_pctch_real_mhval_90_00,aboverm_pctch_real_mrent_90_00,lostli_00,lostli_18,aboverm_pctch_real_hinc_90_00,aboverm_pctch_real_hinc_00_18,aboverm_ch_per_col_90_00,aboverm_ch_per_col_00_18,aboverm_per_units_pre50_18,GEOID,geometry,rail,presence_ph_LIHTC,city,tr_medrent18,tr_medrent12,tr_chrent,tr_pchrent,rm_medrent18,rm_medrent12,tr_pchrent.lag,tr_chrent.lag,tr_medrent18.lag,tr_rent_gap,tr_rent_gapprop,rm_rent_gap,rm_rent_gapprop,rm_pchrent,rm_pchrent.lag,rm_chrent.lag,rm_medrent17.lag,dp_PChRent,dp_RentGap,puma_density,dense
2633,2269,96,47500,-666666666,-222222222,1510,1164,156,40,25,0,0,96,0,5,0,96,1508,5257,569,425,56,74,14,0,0,0,0,246,225,14,49,49,1602,0,3,0,4,0,0,769,678,46,21,9,15,0,0,0,241,194,29,6,12,0,0,0,0,49049001602,-666666666,-222222222,632,322,745,660,59,10,0,16,0,0,0,751,664,33,0,54,0,0,0,0,3160,2958,78,124,0,0,0,0,0,193,162,0,31,0,0,0,0,0,3055,49049001602,49,49,1602,6073,5589,312,3,309,162,10,0,0,0,23,12,0,0,312,20550,248,0,49049001602,98098003400,49,49,1602,6602.115626,925.3149413,6602.115626,1059.385767,3.605312057,8.925064128,60.55623311,448.5717698,92.99442121,315.0521485,7267.5386,910.8333034,4.730583723,153.7102871,692.4957058,98098003400,0.791714458,0.947916667,0.816803095,0.911693112,3.838243078,0.791714458,0.156202208,0.052083333,1,0,0,0,0,0,1,low_pdmt,0.816803095,0.094890017,0.088306888,1,0,0,0,0,0,1,low_pdmt,3.838243078,0.816803095,0.791714458,3551.583669,254.8425657,76.004588,1440.391068,319.7173972,15116.48029,0,379.44,31441.5,-739999999.3,701.52,-666666666,1510,47500,0,0.07969702,0.138245348,915.5638871,0.005166853,0.990384615,96,1,1989.090716,0.205142262,10,35,45,0.277777778,0.416666667,0.052083333,0.96588494,1825,0.974509159,4849,5,aff_mix_mod,,1.152468925,0,0,0,1,1,0,0,0,1,0,0,1,3,ch_rapid_increase,0.427977746,0,0,1,1,0,1,-1,0.186798102,1.079948467,2.979548809,0.510742172,-3296.741103,-178.8379777,0.072635515,0.138888889,-0.008624219,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,49049001602,"POLYGON ((-111.658617 40.248141, -111.656407 40.250058, -111.65615 40.25063, -111.656092 40.255766, -111.656072 40.258772, -111.653575 40.258678, -111.652849 40.25713, -111.65015 40.255639, -111.649746 40.255721, -111.647401 40.256599, -111.643255 40.256688, -111.643266 40.253683, -111.643232 40.252968, -111.643152 40.24975999999999, -111.643087 40.24585099999999, -111.646529 40.245849, -111.646545 40.244295, -111.651651 40.244314, -111.655461 40.244288, -111.656142 40.244308, -111.656117 40.24787, -111.658615 40.247857, -111.658617 40.248141))",0,FALSE,SaltLakeCity,1510,676.24,833.76,1.23293505264403,1113,969.955,0.0618478272902392,45.0305396874832,861.696860923339,-648.303139076662,-0.546699833151752,10.9990068609811,0.00925723306020717,0.0897679070248645,0.120823391832226,96.3028897485065,1115.02990149054,1,0,302.506250101531,0
7228,6137,1864,108333,385400,20823,1714,121,3498,1162,594,43,63,1986,25,0,1276,588,1817,51722,399,26,19,72,120,14,123,0,25,170,0,0,49,49,10212,11,8,41,39,13,58,329,0,33,62,64,39,0,0,131,0,0,0,0,0,0,0,0,0,49049010212,314400,23905,1639,835,127,71,1,9,0,0,42,4,0,157,28,0,16,6,42,31,7,27,62,8,0,0,14,0,8,0,32,38,9,0,0,29,0,0,0,0,36971,98098020303,49,49,10212,5,4.686580341,1.165391407,1.11241907,0.052972337,2.248381401,0.426721601,0.148616833,0,0.013243084,0.345791642,0.079458505,0.010300177,0,1.190406121,95.75927016,1.241907004,238.9640965,98098020303,245000000000,49,49,10212,0.699880329,0.159800778,0.699880329,0.308224577,0.007323113,0.015823154,0.060938758,0.093631225,0.033084776,0.061723377,5.584919483,0.158623849,0.13809298,0.053746415,13.90083687,245000000000,0.198492934,0.351727038,0.106304079,0.272235276,0.142602413,0.198492934,0.153234104,0.648272962,0,1,0,0,0,0,6,high_pdmt,0.106304079,0.165931197,0.727764724,0,1,0,0,0,0,6,high_pdmt,0.142602413,0.106304079,0.198492934,0.022787976,0.126545026,369.990829,28.91374069,0.111792544,11.61663253,365.6150677,1.900117716,146.5116833,348984,1819.29,385400,1714,108333,0,0.062683932,0.150940786,0.296716828,0.465403261,0.045454545,1864,0.315450644,0.58074898,0.16325152,0.588581519,0.425250147,1.013831666,0.45091623,0.532304174,0.012588117,0.23992042,898,0.348640669,384,2,aff_predominantly_MI,1053.114105,-0.057874226,1,0,0,0,0,0,0,1,1,0,0,1,3,ch_rapid_increase,0.470689655,0,0,0,0,1,0,11.64502824,15.99681972,11.61223362,901.0493758,738.4154345,0.10375705,369.864284,0.28766471,0.081387943,-0.108720249,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,49049010212,"POLYGON ((-111.913313 40.452523, -111.907337 40.453702, -111.900881 40.463451, -111.896288 40.463765, -111.892379 40.464085, -111.891052 40.466324, -111.889113 40.46688899999999, -111.886354 40.469652, -111.883148 40.471651, -111.882604 40.472506, -111.877404 40.47496, -111.87599 40.475137, -111.873749 40.476821, -111.870586 40.476742, -111.869273 40.475094, -111.86855 40.47263, -111.866948 40.471971, -111.86575 40.470422, -111.862893 40.469258, -111.860424 40.470321, -111.858392 40.469307, -111.858758 40.46841999999999, -111.856507 40.46689, -111.855553 40.464431, -111.853654 40.463656, -111.852946 40.461724, -111.850148 40.45967, -111.849778 40.459421, -111.848904 40.458163, -111.846144 40.453855, -111.845186 40.451348, -111.845861 40.449533, -111.849732 40.44736899999999, -111.849663 40.442668, -111.849669 40.442562, -111.849702 40.432329, -111.858557 40.432224, -111.866072 40.432458, -111.873679 40.431984, -111.875388 40.431664, -111.880781 40.431322, -111.889352 40.431454, -111.890553 40.431378, -111.897958 40.438756, -111.900055 40.440496, -111.910514 40.447757, -111.911174 40.448353, -111.912285 40.449625, -111.912826 40.45055199999999, -111.913313 40.452523))",0,FALSE,SaltLakeCity,1714,1753.73,-39.73,-0.0226545705439264,1113,969.955,0.167744924769819,131.698018104468,1429.57435018571,-284.425649814288,-0.180956846016691,10.9990068609811,0.00925723306020717,0.0897679070248645,0.120823391832226,96.3028897485065,1115.02990149054,1,0,6.68473356353275,0
7622,7196,1771,104053,347100,10017,1766,109,3723,991,402,44,33,1819,0,0,1589,182,1810,43413,280,33,31,23,45,23,62,19,44,204,44,28,49,49,10113,13,21,30,34,0,34,122,19,41,0,18,0,17,18,9,9,0,0,0,0,0,0,0,9,49049010113,270500,20408,1477,1234,269,113,0,12,18,28,47,0,51,72,7,0,0,11,10,15,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39576,147000000000,49,49,10113,42.15309637,39.06057061,11.6079784,9.353595599,2.254382806,19.35277698,2.072323576,0.443313924,0.133862815,0.133968293,1.536740693,0.331078709,0.168590075,0,11.51710707,349.1283853,5.014291765,1076.323768,147000000000,245000000000,49,49,10113,51.00229449,13.00347832,51.00229449,23.78178175,0.880123304,2.932624947,7.452558585,6.349784916,2.375306327,2.749552291,259.4852992,13.28891557,10.46269543,3.566432282,533.1387937,245000000000,0.124902223,0.350144213,0.196998403,0.427790939,1.257325373,0.124902223,0.22524199,0.649855787,0,1,0,0,0,0,6,high_pdmt,0.196998403,0.230792536,0.572209061,0,1,0,0,0,0,6,high_pdmt,1.257325373,0.196998403,0.124902223,16.34960323,2.268851701,221.2018372,1108.928691,7.418179146,539.7294223,1646.775364,7.6718664,534.1664295,300255,1639.47,347100,1766,104053,0,0.073364142,0.055890842,23.751611,0.440504664,0.194209769,1771,0.102766798,46.52173212,0.110160529,2.649605794,1.867819402,4.517425195,0.233425167,0.394842869,0,0.374187242,615,0.375664071,341,2,aff_predominantly_MI,209.7755602,0.07717738,0,0,1,0,0,0,0,1,0,0,1,1,3,ch_rapid_increase,0.384551551,0,0,0,0,0,1,0.485014661,0.034198049,-0.010307003,229.1917041,193.7950943,-14.08075152,218.9329855,0.123264638,0.161417702,-0.001476828,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,49049010113,"POLYGON ((-111.949571 40.161365, -111.948764 40.162257, -111.919181 40.179651, -111.920322 40.181067, -111.92092 40.186726, -111.92245 40.189871, -111.923519 40.191083, -111.925725 40.191364, -111.926724 40.192525, -111.928343 40.19207, -111.930697 40.19326, -111.932745 40.193212, -111.932918 40.194212, -111.93868 40.197091, -111.936282 40.199593, -111.935094 40.203175, -111.933096 40.206246, -111.929597 40.212382, -111.926295 40.226626, -111.925402 40.235269, -111.926054 40.244204, -111.928046 40.261405, -111.930048 40.266679, -111.933142 40.2695, -111.931934 40.273044, -111.932458 40.274425, -111.936006 40.276062, -111.936525 40.275988, -111.93766 40.276808, -111.9406 40.28175299999999, -111.945393 40.286375, -111.945603 40.288072, -111.94388 40.290075, -111.947093 40.29219399999999, -111.947855 40.29469599999999, -111.946155 40.297192, -111.944029 40.29757, -111.942749 40.298831, -111.937414 40.30082, -111.934274 40.303202, -111.931792 40.303332, -111.930093 40.305591, -111.924666 40.307271, -111.923812 40.31011, -111.925904 40.31341099999999, -111.924095 40.31839, -111.921535 40.321389, -111.91531 40.32453, -111.912789 40.324118, -111.91044 40.325874, -111.908039 40.329258, -111.900699 40.320111, -111.897585 40.319869, -111.895523 40.320675, -111.894984 40.322963, -111.895402 40.323559, -111.896148 40.327632, -111.897254 40.32857, -111.899374 40.331912, -111.904963 40.335071, -111.907594 40.335781, -111.91145 40.338185, -111.911179 40.339947, -111.909144 40.34363, -111.907408 40.345757, -111.902859 40.349737, -111.901012 40.353234, -111.898139 40.355582, -111.893799 40.357542, -111.894359 40.35866499999999, -111.895136 40.359391, -111.894541 40.359866, -111.891663 40.359645, -111.885726 40.360691, -111.883878 40.360529, -111.878393 40.360856, -111.872182 40.360828, -111.870868 40.361062, -111.860961 40.360318, -111.860295 40.360256, -111.848695 40.357957, -111.84356 40.356944, -111.843531 40.357216, -111.840968 40.357343, -111.835246 40.35586199999999, -111.835178 40.355844, -111.828826 40.354242, -111.827713 40.354004, -111.82537 40.353379, -111.823846 40.353081, -111.822321 40.352397, -111.819814 40.351572, -111.810205 40.346994, -111.808595 40.346238, -111.805802 40.345393, -111.801974 40.34211699999999, -111.801497 40.343891, -111.800195 40.341778, -111.799341 40.341859, -111.788498 40.33822, -111.776814 40.335874, -111.772832 40.334308, -111.766656 40.33208399999999, -111.76506 40.32996199999999, -111.764664 40.32754, -111.764466 40.326488, -111.765763 40.324051, -111.765663 40.322951, -111.766463 40.322551, -111.765563 40.320451, -111.766963 40.316751, -111.764563 40.312051, -111.765163 40.310752, -111.764063 40.305452, -111.762363 40.301752, -111.763363 40.296252, -111.761763 40.287752, -111.758963 40.284252, -111.758587 40.279922, -111.757956 40.278538, -111.753862 40.273652, -111.752862 40.271252, -111.747162 40.266552, -111.736919 40.260392, -111.730561 40.256653, -111.73006 40.252953, -111.734021 40.245867, -111.735259 40.243652, -111.734959 40.241252, -111.736114 40.239588, -111.739011 40.240676, -111.740698 40.240609, -111.745786 40.241201, -111.745642 40.240929, -111.74033 40.239697, -111.740233 40.239492, -111.74067 40.239247, -111.740613 40.238588, -111.741042 40.237221, -111.746252 40.237186, -111.745911 40.236913, -111.743692 40.237027, -111.740962 40.236985, -111.740154 40.23705, -111.737648 40.236883, -111.739431 40.235814, -111.738633 40.234364, -111.733887 40.225746, -111.731692 40.223498, -111.730109 40.220735, -111.731112 40.219833, -111.728353 40.213868, -111.730201 40.204988, -111.730324 40.200715, -111.729155 40.195304, -111.726181 40.193497, -111.728814 40.192524, -111.727236 40.188933, -111.725491 40.187755, -111.722461 40.187553, -111.721629 40.18856299999999, -111.724369 40.190645, -111.722029 40.194171, -111.723465 40.195314, -111.7249 40.196701, -111.72607 40.199055, -111.728089 40.200493, -111.728114 40.202222, -111.725867 40.203426, -111.717749 40.205536, -111.708664 40.20703, -111.705481 40.205663, -111.704555 40.202767, -111.70233 40.201868, -111.699059 40.204255, -111.697594 40.204311, -111.697098 40.206295, -111.694358 40.208154, -111.689358 40.208754, -111.685058 40.207754, -111.676657 40.205354, -111.67504 40.20450599999999, -111.66706 40.200402, -111.662258 40.196858, -111.660724 40.195418, -111.659178 40.1944, -111.657128 40.190483, -111.655064 40.188317, -111.655293 40.186482, -111.659824 40.185662, -111.661012 40.185058, -111.661412 40.183794, -111.661732 40.182018, -111.667092 40.180812, -111.667814 40.180515, -111.668253 40.180438, -111.668388 40.180151, -111.668171 40.179896, -111.668147 40.179518, -111.668297 40.179261, -111.668969 40.178649, -111.66946 40.178386, -111.671794 40.175919, -111.67374 40.175897, -111.674063 40.177085, -111.675622 40.177869, -111.680059 40.176896, -111.684103 40.17441, -111.688445 40.175194, -111.691835 40.176758, -111.692873 40.176483, -111.696194 40.176921, -111.698141 40.175874, -111.699826 40.17378799999999, -111.703477 40.17017, -111.705981 40.168337, -111.708202 40.167592, -111.710366 40.165876, -111.712004 40.163613, -111.712487 40.161354, -111.715273 40.161113, -111.717126 40.162239, -111.717332 40.165196, -111.718184 40.166302, -111.720645 40.166402, -111.72206 40.167361, -111.720894 40.170378, -111.720551 40.172864, -111.718219 40.175669, -111.717889 40.177139, -111.718749 40.1787, -111.726217 40.180552, -111.728665 40.181514, -111.730941 40.183125, -111.732901 40.183012, -111.737203 40.180668, -111.73833 40.179321, -111.739202 40.176637, -111.738872 40.174118, -111.737054 40.172127, -111.738039 40.170569, -111.743749 40.167688, -111.748203 40.167068, -111.748872 40.16613, -111.749766 40.160386, -111.747962 40.156011, -111.749025 40.153292, -111.751969 40.151172, -111.75376 40.149386, -111.757277 40.148046, -111.760352 40.146495, -111.766341 40.14422, -111.77067 40.143177, -111.77271 40.142224, -111.784588 40.139589, -111.79152 40.138466, -111.795889 40.13812, -111.799937 40.138819, -111.799809 40.140788, -111.798385 40.143269, -111.799378 40.144079, -111.806347 40.145982, -111.811182 40.14562, -111.812582 40.144939, -111.814844 40.143275, -111.820598 40.141006, -111.823611 40.140215, -111.827517 40.138566, -111.832166 40.134584, -111.83637 40.13273, -111.84102 40.12986799999999, -111.842152 40.128564, -111.843135 40.125543, -111.845966 40.121458, -111.846858 40.117842, -111.852042 40.114248, -111.853771 40.111913, -111.854781 40.107748, -111.854601 40.106054, -111.853438 40.103858, -111.854092 40.101363, -111.855997 40.097953, -111.857932 40.09587, -111.859271 40.093032, -111.861474 40.090239, -111.862665 40.089552, -111.862634 40.088202, -111.864032 40.085638, -111.867399 40.084401, -111.871237 40.07883899999999, -111.870431 40.077352, -111.869271 40.078748, -111.867484 40.078863, -111.858514 40.075596, -111.856249 40.073492, -111.857438 40.07047, -111.860183 40.06757899999999, -111.862101 40.064313, -111.862201 40.061037, -111.863245 40.059489, -111.867553 40.057486, -111.868895 40.054457, -111.869725 40.05300099999999, -111.871593 40.05151, -111.872867 40.049907, -111.874937 40.048928, -111.875256 40.04767, -111.877486 40.045812, -111.878407 40.044045, -111.880135 40.042651, -111.881339 40.042148, -111.881328 40.040128, -111.879976 40.040871, -111.877399 40.03930099999999, -111.877442 40.038433, -111.876284 40.036987, -111.877153 40.035874, -111.877008 40.03485, -111.879064 40.033203, -111.87909 40.031234, -111.881284 40.028823, -111.881685 40.028729, -111.884581 40.02649299999999, -111.886985 40.025391, -111.892965 40.0233, -111.896093 40.023056, -111.900756 40.024114, -111.900944 40.022267, -111.904651 40.021801, -111.90856 40.020822, -111.911109 40.019231, -111.910703 40.017385, -111.909183 40.018175, -111.908663 40.015661, -111.910617 40.014425, -111.910241 40.015873, -111.91208 40.017264, -111.9168 40.018701, -111.918451 40.020404, -111.917814 40.022296, -111.919754 40.02361, -111.918726 40.025035, -111.919046 40.02902, -111.919712 40.030745, -111.918003 40.034096, -111.920551 40.033908, -111.919827 40.035432, -111.916642 40.037359, -111.915136 40.039851, -111.918134 40.038372, -111.91909 40.040655, -111.917454 40.04031, -111.915543 40.040844, -111.917034 40.044473, -111.918381 40.045264, -111.919278 40.047111, -111.917671 40.048146, -111.917801 40.049639, -111.914776 40.051298, -111.910867 40.049328, -111.91036 40.04766, -111.908622 40.048327, -111.910085 40.048885, -111.910939 40.051099, -111.909129 40.049776, -111.907319 40.049331, -111.905075 40.046772, -111.902034 40.046795, -111.898879 40.044737, -111.897402 40.045761, -111.895693 40.045361, -111.895201 40.046696, -111.892146 40.045496, -111.891451 40.045918, -111.89203 40.048556, -111.891682 40.051884, -111.892015 40.054245, -111.893015 40.056615, -111.894347 40.058172, -111.901573 40.06335, -111.903354 40.064408, -111.902528 40.065176, -111.897765 40.062428, -111.911869 40.073427, -111.91685 40.076678, -111.920061 40.079189, -111.922396 40.079631, -111.925774 40.083282, -111.927479 40.086605, -111.928731 40.09349599999999, -111.927956 40.093554, -111.927609 40.090616, -111.926419 40.089391, -111.927159 40.091767, -111.92686 40.093642, -111.927483 40.095493, -111.929059 40.094393, -111.928907 40.095924, -111.927356 40.096745, -111.923806 40.097338, -111.919837 40.099278, -111.917778 40.101267, -111.91672 40.104479, -111.919338 40.106102, -111.921927 40.107015, -111.927911 40.110144, -111.931453 40.112382, -111.937464 40.116931, -111.940856 40.119853, -111.942373 40.122116, -111.942906 40.124963, -111.942275 40.128506, -111.941436 40.130723, -111.938002 40.134334, -111.938617 40.134765, -111.938691 40.134876, -111.938707 40.134943, -111.938708 40.135032, -111.938723 40.135088, -111.938768 40.135166, -111.938815 40.135183, -111.937281 40.138133, -111.942085 40.141569, -111.94215 40.145203, -111.949567 40.145434, -111.949561 40.149541, -111.949561 40.149613, -111.949571 40.161365))",0,FALSE,SaltLakeCity,1766,1580.39,185.61,0.117445693784446,1113,969.955,0,0,0,-1766,-2,10.9990068609811,0.00925723306020717,0.0897679070248645,0.120823391832226,96.3028897485065,1115.02990149054,1,0,9.22123634157016,0
