,total_hh,lim_english_spanish_hh,lim_english_indoeuro_hh,lim_english_api_hh,lim_english_other_hh,isolated_hh,prop_isolated_hh,prop_isolated_hh_spanish
988,2899,0,0,0,0,0.0,0.0,0.0
989,1478,20,17,0,0,37.0,0.02503383,0.013531799
990,1403,0,0,0,0,0.0,0.0,0.0
991,2039,12,17,0,19,48.0,0.023540951,0.005885238
992,1252,0,0,0,0,0.0,0.0,0.0
993,2295,0,62,0,0,62.0,0.02701525,0.0
994,2349,0,0,0,0,0.0,0.0,0.0
995,6396,0,0,0,0,0.0,0.0,0.0
996,3214,0,0,0,0,0.0,0.0,0.0
997,3089,17,0,0,0,17.0,0.0055033993,0.0055033993
998,1842,0,0,0,9,9.0,0.0048859934,0.0
999,2529,0,15,0,0,15.0,0.005931198,0.0
1000,1799,0,0,0,0,0.0,0.0,0.0
1001,1887,0,0,0,0,0.0,0.0,0.0
1002,1572,0,0,0,0,0.0,0.0,0.0
1003,966,7,0,0,0,7.0,0.007246377,0.007246377
1004,3551,31,0,0,0,31.0,0.008729936,0.008729936
1005,1302,16,0,0,0,16.0,0.0122887865,0.0122887865
1006,1293,0,0,0,9,9.0,0.006960557,0.0
1007,1071,6,0,0,0,6.0,0.005602241,0.005602241
1008,2177,0,0,0,0,0.0,0.0,0.0
1009,1536,15,0,0,0,15.0,0.009765625,0.009765625
1010,1123,0,0,0,0,0.0,0.0,0.0
1011,882,4,0,0,0,4.0,0.0045351475,0.0045351475
1012,1419,0,0,0,0,0.0,0.0,0.0
1013,2363,11,0,17,0,28.0,0.011849344,0.0046550995
1014,1649,47,0,0,0,47.0,0.028502122,0.028502122
1015,1403,0,0,0,0,0.0,0.0,0.0
1016,1993,10,0,0,0,10.0,0.0050175614,0.0050175614
1017,0,0,0,0,0,0.0,,
1018,3225,9,42,0,0,51.0,0.015813954,0.0027906976
1019,2912,137,13,12,0,162.0,0.05563187,0.047046702
1020,1816,62,0,0,0,62.0,0.03414097,0.03414097
1021,3522,99,19,76,0,194.0,0.05508234,0.028109029
1022,4440,42,0,50,0,92.0,0.02072072,0.009459459
1023,1310,52,0,0,0,52.0,0.039694656,0.039694656
1024,2163,0,0,0,0,0.0,0.0,0.0
1025,2858,0,0,0,0,0.0,0.0,0.0
1026,1596,28,7,0,0,35.0,0.021929825,0.01754386
1027,3033,14,0,11,0,25.0,0.008242664,0.0046158917
1028,1718,0,0,12,0,12.0,0.006984866,0.0
1029,1779,8,0,0,0,8.0,0.0044969083,0.0044969083
1030,1245,0,0,0,0,0.0,0.0,0.0
1031,1968,0,17,0,0,17.0,0.0086382115,0.0
1032,2111,0,0,26,0,26.0,0.012316437,0.0
1033,2296,43,0,14,0,57.0,0.024825783,0.018728223
1034,3002,79,0,17,22,118.0,0.03930713,0.02631579
1035,1893,0,0,18,0,18.0,0.009508716,0.0
1036,2413,25,0,0,0,25.0,0.010360547,0.010360547
1037,3126,0,39,9,0,48.0,0.015355086,0.0
1038,2680,0,0,16,0,16.0,0.0059701493,0.0
1039,2117,44,0,11,0,55.0,0.025980162,0.020784128
1040,2011,11,0,0,0,11.0,0.0054699155,0.0054699155
1041,1710,61,0,0,0,61.0,0.035672516,0.035672516
1042,1622,0,0,9,0,9.0,0.0055487053,0.0
1043,2282,7,17,65,0,89.0,0.039000876,0.0030674846
1044,2785,107,0,39,44,190.0,0.06822262,0.038420107
1045,1674,19,0,0,0,19.0,0.01135006,0.01135006
1046,2195,9,0,0,0,9.0,0.0041002277,0.0041002277
1047,1665,11,10,0,0,21.0,0.012612613,0.0066066068
1048,2964,11,0,22,0,33.0,0.011133603,0.003711201
1049,1527,0,0,5,0,5.0,0.0032743942,0.0
1050,2000,16,0,0,0,16.0,0.008,0.008
1051,2104,11,0,0,0,11.0,0.0052281367,0.0052281367
1052,1329,9,0,8,0,17.0,0.012791573,0.006772009
1053,1490,21,0,0,0,21.0,0.01409396,0.01409396
1054,2987,0,0,0,0,0.0,0.0,0.0
1055,1052,0,0,12,0,12.0,0.0114068445,0.0
1056,2217,0,0,0,0,0.0,0.0,0.0
1057,1193,0,0,0,0,0.0,0.0,0.0
1058,1969,17,0,0,0,17.0,0.008633824,0.008633824
1059,2777,14,0,0,0,14.0,0.0050414116,0.0050414116
1060,934,0,15,0,0,15.0,0.016059957,0.0
1061,2703,0,13,0,14,27.0,0.009988901,0.0
1062,2383,0,0,44,0,44.0,0.01846412,0.0
1063,348,0,0,0,0,0.0,0.0,0.0
1064,818,5,0,13,4,22.0,0.026894866,0.0061124694
1065,493,0,5,21,0,26.0,0.052738335,0.0
1066,2949,30,13,17,13,73.0,0.024754154,0.01017294
1067,2680,40,0,13,0,53.0,0.019776119,0.014925373
1068,2945,0,59,0,0,59.0,0.020033956,0.0
1069,2235,0,0,0,0,0.0,0.0,0.0
1070,1300,0,0,0,0,0.0,0.0,0.0
1071,2437,0,15,0,0,15.0,0.0061551086,0.0
1072,1304,0,10,10,0,20.0,0.015337423,0.0
1073,2260,44,0,0,0,44.0,0.019469026,0.019469026
1074,3021,24,38,0,0,62.0,0.020523006,0.007944389
1075,1382,0,0,0,0,0.0,0.0,0.0
1076,871,6,5,7,0,18.0,0.0206659,0.0068886336
1077,534,0,0,0,0,0.0,0.0,0.0
1078,878,0,0,0,0,0.0,0.0,0.0
1079,955,0,0,0,0,0.0,0.0,0.0
1080,595,0,0,0,6,6.0,0.010084034,0.0
1081,1389,0,0,0,22,22.0,0.015838733,0.0
1082,1266,20,0,0,0,20.0,0.015797788,0.015797788
1083,1770,0,0,0,0,0.0,0.0,0.0
1084,833,0,4,0,0,4.0,0.0048019206,0.0
1085,1161,0,0,8,0,8.0,0.0068906117,0.0
1086,562,0,0,6,0,6.0,0.010676157,0.0
1087,831,0,0,10,18,28.0,0.033694346,0.0
1088,110,0,0,0,0,0.0,0.0,0.0
1089,171,8,0,0,0,8.0,0.046783626,0.046783626
1090,737,6,0,0,0,6.0,0.0081411125,0.0081411125
1091,945,0,0,0,0,0.0,0.0,0.0
1092,662,9,0,0,0,9.0,0.013595167,0.013595167
1093,1433,10,0,0,0,10.0,0.006978367,0.006978367
1094,699,8,0,0,0,8.0,0.011444922,0.011444922
1095,1126,12,0,0,0,12.0,0.010657194,0.010657194
1096,578,0,0,12,0,12.0,0.020761246,0.0
1097,1077,0,0,0,0,0.0,0.0,0.0
1098,935,0,0,0,0,0.0,0.0,0.0
1099,2390,0,0,0,0,0.0,0.0,0.0
1100,1585,7,0,0,0,7.0,0.004416404,0.004416404
1101,903,0,0,0,0,0.0,0.0,0.0
1102,1104,10,0,0,0,10.0,0.009057971,0.009057971
1103,664,0,0,0,0,0.0,0.0,0.0
1104,638,0,0,3,0,3.0,0.004702194,0.0
1105,1327,8,0,21,0,29.0,0.021853806,0.006028636
1106,1330,0,0,0,0,0.0,0.0,0.0
1107,512,0,0,0,0,0.0,0.0,0.0
1108,597,0,0,0,0,0.0,0.0,0.0
1109,348,24,0,0,0,24.0,0.06896552,0.06896552
1110,1452,12,0,0,0,12.0,0.008264462,0.008264462
1111,764,0,0,6,0,6.0,0.007853403,0.0
1112,441,0,9,0,0,9.0,0.020408163,0.0
1113,1505,0,0,0,0,0.0,0.0,0.0
1114,0,0,0,0,0,0.0,,
1115,524,0,0,0,0,0.0,0.0,0.0
1116,1301,8,5,0,0,13.0,0.009992314,0.006149116
1117,1372,24,0,0,0,24.0,0.017492712,0.017492712
1118,988,17,0,13,13,43.0,0.04352227,0.017206477
1119,782,0,0,0,0,0.0,0.0,0.0
1120,764,0,0,0,0,0.0,0.0,0.0
1121,2877,48,0,0,0,48.0,0.016684046,0.016684046
1122,1182,12,0,0,0,12.0,0.010152284,0.010152284
1123,1555,0,0,0,0,0.0,0.0,0.0
1124,1026,0,0,0,0,0.0,0.0,0.0
1125,2152,0,0,0,0,0.0,0.0,0.0
1126,990,0,0,0,0,0.0,0.0,0.0
1127,1518,0,0,0,0,0.0,0.0,0.0
1128,2058,28,0,0,0,28.0,0.013605442,0.013605442
1129,1772,32,12,0,0,44.0,0.024830699,0.018058691
1130,4373,15,52,0,0,67.0,0.01532129,0.0034301395
1131,3442,0,0,0,0,0.0,0.0,0.0
1132,1195,8,0,5,0,13.0,0.010878661,0.006694561
1133,2294,41,0,0,0,41.0,0.017872712,0.017872712
1134,996,21,0,0,0,21.0,0.021084337,0.021084337
1135,1451,0,0,0,0,0.0,0.0,0.0
1136,2159,0,0,0,0,0.0,0.0,0.0
1137,1915,0,0,0,0,0.0,0.0,0.0
1138,432,0,0,0,0,0.0,0.0,0.0
1139,2693,121,0,0,0,121.0,0.044931304,0.044931304
1140,2358,9,0,0,0,9.0,0.003816794,0.003816794
1141,741,7,0,0,0,7.0,0.009446694,0.009446694
1142,927,0,0,0,0,0.0,0.0,0.0
1143,671,0,5,0,0,5.0,0.007451565,0.0
1144,1215,0,0,0,0,0.0,0.0,0.0
1145,1048,0,0,0,0,0.0,0.0,0.0
1146,1534,0,0,0,0,0.0,0.0,0.0
1147,587,0,0,0,0,0.0,0.0,0.0
1148,2362,0,0,0,0,0.0,0.0,0.0
1149,1935,0,32,0,0,32.0,0.016537467,0.0
1150,3761,0,15,34,52,101.0,0.02685456,0.0
1151,784,66,6,0,3,75.0,0.095663264,0.08418367
1152,2615,0,0,30,0,30.0,0.0114722755,0.0
1153,2092,0,7,17,0,24.0,0.0114722755,0.0
1154,2826,0,0,0,0,0.0,0.0,0.0
1155,1755,42,67,19,0,128.0,0.07293447,0.023931624
1156,3446,62,14,26,0,102.0,0.029599536,0.017991874
1157,2439,76,0,0,0,76.0,0.031160312,0.031160312
1158,2487,53,19,12,34,118.0,0.047446724,0.021310816
1159,2787,38,65,23,16,142.0,0.050950844,0.013634733
1160,2360,13,0,29,0,42.0,0.01779661,0.0055084745
1161,1651,0,0,0,0,0.0,0.0,0.0
1162,1896,0,60,68,0,128.0,0.067510545,0.0
1163,1388,0,0,0,0,0.0,0.0,0.0
1164,2746,22,0,14,0,36.0,0.013109978,0.008011653
1165,2691,19,19,0,0,38.0,0.014121145,0.0070605725
1166,1351,0,0,0,0,0.0,0.0,0.0
1167,1962,0,56,0,0,56.0,0.028542304,0.0
1168,1844,0,0,0,0,0.0,0.0,0.0
1169,2158,0,0,32,0,32.0,0.014828545,0.0
1170,2442,15,17,120,0,152.0,0.06224406,0.006142506
1171,3344,0,0,12,0,12.0,0.0035885167,0.0
1172,1880,0,23,0,0,23.0,0.012234042,0.0
1173,695,0,7,0,0,7.0,0.010071943,0.0
1174,1460,0,0,22,0,22.0,0.015068493,0.0
1175,3115,155,115,22,0,292.0,0.09373997,0.049759228
1176,2633,407,60,38,133,638.0,0.24230915,0.15457653
1177,3013,158,15,24,13,210.0,0.069697976,0.05243943
1178,1102,0,11,0,0,11.0,0.009981851,0.0
1179,1902,58,7,0,0,65.0,0.034174554,0.030494217
1180,2200,107,96,12,111,326.0,0.14818181,0.048636362
1181,2312,180,63,0,67,310.0,0.13408305,0.07785467
1182,1180,33,12,0,0,45.0,0.038135592,0.027966103
1183,1162,5,0,6,9,20.0,0.017211704,0.004302926
1184,2947,0,16,104,0,120.0,0.040719375,0.0
1185,2245,112,12,31,0,155.0,0.06904232,0.04988864
1186,1826,7,0,0,0,7.0,0.0038335158,0.0038335158
1187,2267,0,115,10,12,137.0,0.06043229,0.0
1188,2328,0,0,14,0,14.0,0.006013746,0.0
1189,2322,87,145,95,0,327.0,0.14082687,0.0374677
1190,2798,22,33,0,0,55.0,0.019656898,0.007862759
1191,2724,50,19,0,0,69.0,0.025330396,0.01835536
1192,997,13,0,13,0,26.0,0.026078235,0.013039118
1193,1911,244,7,11,0,262.0,0.137101,0.12768184
1194,5700,0,0,0,36,36.0,0.0063157897,0.0
1195,3974,0,0,0,35,35.0,0.0088072475,0.0
1196,4806,0,0,0,0,0.0,0.0,0.0
1197,2662,42,15,0,0,57.0,0.021412471,0.01577761
1198,2694,13,0,0,23,36.0,0.013363029,0.004825538
1199,1186,8,0,0,0,8.0,0.0067453627,0.0067453627
1200,6228,1,0,0,0,1.0,0.00016056519,0.00016056519
1201,2524,0,0,0,0,0.0,0.0,0.0
1202,2472,24,0,0,0,24.0,0.009708738,0.009708738
1203,4696,97,0,0,21,118.0,0.025127769,0.020655878
1204,4642,19,32,0,0,51.0,0.010986644,0.0040930635
1205,1969,0,0,0,0,0.0,0.0,0.0
1206,2639,22,0,0,0,22.0,0.008336491,0.008336491
1207,1540,0,0,0,0,0.0,0.0,0.0
1208,1437,0,18,0,0,18.0,0.012526096,0.0
1209,1297,49,0,0,24,73.0,0.05628373,0.03777949
1210,2487,123,0,13,0,136.0,0.05468436,0.049457178
1211,1002,110,0,0,0,110.0,0.10978044,0.10978044
1212,1196,41,0,9,0,50.0,0.04180602,0.034280937
1213,1587,0,8,6,0,14.0,0.0088216765,0.0
1214,1608,24,0,0,0,24.0,0.014925373,0.014925373
1215,1713,0,0,9,0,9.0,0.0052539404,0.0
1216,3768,52,0,0,0,52.0,0.0138004245,0.0138004245
1217,2234,0,0,49,0,49.0,0.021933751,0.0
1218,932,0,0,0,0,0.0,0.0,0.0
1219,2877,159,56,15,0,230.0,0.07994439,0.055265903
1220,2696,26,47,0,77,150.0,0.05563798,0.009643917
1221,3108,84,49,25,37,195.0,0.06274131,0.027027028
1222,3514,85,15,13,0,113.0,0.032157086,0.024188958
1223,2966,74,0,0,0,74.0,0.024949428,0.024949428
1224,2041,12,16,0,0,28.0,0.013718765,0.005879471
1225,2064,15,0,0,0,15.0,0.007267442,0.007267442
1226,2161,0,0,0,0,0.0,0.0,0.0
1227,2350,21,0,28,23,72.0,0.030638298,0.0089361705
1228,2244,484,0,0,44,528.0,0.23529412,0.21568628
1229,1658,233,33,6,11,283.0,0.17068757,0.14053077
1230,1617,28,30,13,7,78.0,0.048237476,0.017316017
1231,1802,8,0,0,9,17.0,0.009433962,0.004439512
1232,2192,31,0,80,0,111.0,0.050638687,0.014142335
1233,2303,0,41,0,0,41.0,0.017802866,0.0
1234,724,0,31,17,0,48.0,0.06629834,0.0
1235,2948,43,17,36,0,96.0,0.03256445,0.01458616
1236,3404,0,0,80,0,80.0,0.023501763,0.0
1237,4075,0,0,10,0,10.0,0.0024539877,0.0
1238,1392,0,0,0,0,0.0,0.0,0.0
1239,2013,0,0,0,0,0.0,0.0,0.0
1240,1999,0,13,0,0,13.0,0.006503252,0.0
1241,3386,179,54,39,0,272.0,0.080330774,0.052864738
1242,1191,0,33,129,0,162.0,0.13602015,0.0
1243,2315,12,11,110,53,186.0,0.08034557,0.0051835855
1244,5874,0,68,41,36,145.0,0.024685053,0.0
1245,3447,53,0,28,0,81.0,0.023498695,0.015375689
1246,2549,0,14,132,0,146.0,0.057277363,0.0
1247,2728,0,18,55,0,73.0,0.026759531,0.0
1248,1595,0,18,31,0,49.0,0.030721003,0.0
1249,3043,0,106,110,22,238.0,0.07821229,0.0
1250,3334,48,0,225,0,273.0,0.081883624,0.014397121
1251,2242,0,16,109,32,157.0,0.07002676,0.0
1252,3092,0,72,143,0,215.0,0.06953428,0.0
1253,4337,122,80,339,29,570.0,0.13142726,0.028130043
1254,1205,0,0,17,0,17.0,0.014107884,0.0
1255,2497,0,0,28,0,28.0,0.011213456,0.0
1256,3063,32,17,123,0,172.0,0.0561541,0.010447274
1257,1096,13,0,11,27,51.0,0.046532847,0.011861314
1258,1842,9,0,8,0,17.0,0.009229098,0.0048859934
1259,1259,0,0,0,0,0.0,0.0,0.0
1260,965,0,0,0,0,0.0,0.0,0.0
1261,0,0,0,0,0,0.0,,
1262,3528,172,27,0,0,199.0,0.056405894,0.048752833
1263,1245,187,8,0,0,195.0,0.15662651,0.1502008
1264,3837,277,0,44,0,321.0,0.083659105,0.07219182
1265,2365,0,0,85,0,85.0,0.035940804,0.0
1266,3083,13,0,42,0,55.0,0.017839767,0.004216672
1267,2436,37,0,133,0,170.0,0.06978653,0.015188834
1268,1728,32,0,55,0,87.0,0.050347224,0.018518519
1269,2392,105,0,85,0,190.0,0.07943144,0.04389632
1270,3253,88,29,433,0,550.0,0.1690747,0.027051952
1271,2870,0,0,95,0,95.0,0.033101045,0.0
1272,1988,203,19,160,20,402.0,0.20221327,0.10211267
1273,4055,39,0,73,0,112.0,0.027620222,0.009617756
1274,3606,0,13,241,0,254.0,0.07043816,0.0
1275,2945,36,0,137,0,173.0,0.058743633,0.012224109
1276,1274,22,63,231,0,316.0,0.24803768,0.017268445
1277,2858,76,19,361,0,456.0,0.15955213,0.026592022
1278,3796,16,33,238,0,287.0,0.0756059,0.004214963
1279,1318,168,0,115,0,283.0,0.21471927,0.12746586
1280,1465,0,39,64,0,103.0,0.070307165,0.0
1281,2833,123,59,126,0,308.0,0.10871867,0.043416873
1282,2041,218,0,53,0,271.0,0.13277805,0.10681038
1283,1078,303,9,16,0,328.0,0.30426717,0.28107607
1284,1263,0,0,8,0,8.0,0.006334125,0.0
1285,3425,0,108,63,0,171.0,0.049927007,0.0
1286,2594,22,49,47,0,118.0,0.04548959,0.00848111
1287,1041,25,18,26,0,69.0,0.06628242,0.02401537
1288,2609,162,66,98,0,326.0,0.124952085,0.062092755
1289,3474,155,65,90,0,310.0,0.089234315,0.044617157
1290,2215,136,61,8,0,205.0,0.09255079,0.06139955
1291,1733,137,8,4,0,149.0,0.085978076,0.07905366
1292,1120,74,11,37,0,122.0,0.10892857,0.06607143
1293,1909,381,40,31,0,452.0,0.23677318,0.19958094
1294,1635,255,0,109,0,364.0,0.22262996,0.1559633
1295,1552,0,9,15,0,24.0,0.0154639175,0.0
1296,1631,0,0,29,0,29.0,0.017780503,0.0
1297,1779,209,78,46,8,341.0,0.19168071,0.11748173
1298,1391,0,47,0,0,47.0,0.03378864,0.0
1299,1135,109,0,0,0,109.0,0.09603524,0.09603524
1300,1993,501,0,93,0,594.0,0.29804316,0.25137982
1301,2562,665,35,46,24,770.0,0.30054644,0.25956285
1302,2288,484,11,79,13,587.0,0.25655594,0.21153846
1303,2596,419,0,92,0,511.0,0.1968413,0.16140215
1304,2342,690,18,24,0,732.0,0.31255338,0.29461998
1305,2230,122,34,44,0,200.0,0.089686096,0.05470852
1306,2377,510,17,97,0,624.0,0.26251578,0.21455616
1307,1771,0,41,15,0,56.0,0.031620555,0.0
1308,2368,18,29,40,0,87.0,0.036739863,0.0076013515
1309,2014,87,16,20,0,123.0,0.06107249,0.043197617
1310,1948,37,8,24,9,78.0,0.040041067,0.01899384
1311,2388,0,28,15,0,43.0,0.018006701,0.0
1312,2014,47,24,8,38,117.0,0.058093347,0.023336643
1313,2927,225,0,122,8,355.0,0.12128459,0.076870516
1314,1927,126,56,77,19,278.0,0.1442657,0.06538661
1315,938,87,23,26,0,136.0,0.14498934,0.092750534
1316,2560,773,0,65,41,879.0,0.34335938,0.30195314
1317,1201,233,40,0,0,273.0,0.22731057,0.194005
1318,2639,198,35,114,17,364.0,0.13793103,0.07502842
1319,3769,313,66,100,0,479.0,0.12708941,0.0830459
1320,2012,225,31,0,20,276.0,0.13717695,0.11182903
1321,1968,167,35,23,0,225.0,0.11432927,0.084857725
1322,1828,62,32,26,10,130.0,0.07111597,0.03391685
1323,2835,176,12,9,0,197.0,0.06948853,0.06208113
1324,1871,184,13,22,0,219.0,0.11704971,0.098343134
1325,2662,93,48,71,0,212.0,0.07963937,0.034936137
1326,1678,195,26,56,0,277.0,0.16507748,0.116209775
1327,1877,87,8,35,0,130.0,0.06925946,0.04635056
1328,1649,22,0,31,0,53.0,0.03214069,0.013341419
1329,1448,120,22,27,0,169.0,0.116712704,0.08287293
1330,2038,26,0,121,0,147.0,0.07212954,0.012757606
1331,2471,140,22,25,0,187.0,0.075677864,0.056657225
1332,2697,286,37,52,40,415.0,0.15387468,0.106043756
1333,2494,96,65,214,0,375.0,0.15036087,0.03849238
1334,2643,127,10,28,47,212.0,0.08021188,0.048051458
1335,2215,16,45,126,31,218.0,0.09841987,0.007223476
1336,1598,73,0,23,15,111.0,0.06946183,0.045682102
1337,1784,145,35,44,0,224.0,0.12556054,0.081278026
1338,2244,42,0,122,0,164.0,0.07308378,0.018716577
1339,1824,251,52,15,0,318.0,0.17434211,0.13760965
1340,2591,72,0,67,0,139.0,0.05364724,0.0277885
1341,1899,271,0,38,18,327.0,0.1721959,0.14270669
1342,2319,13,0,147,0,160.0,0.06899526,0.005605865
1343,2219,60,35,31,16,142.0,0.06399279,0.027039208
1344,3663,305,34,89,16,444.0,0.121212125,0.08326508
1345,3893,45,61,0,14,120.0,0.030824557,0.011559209
1346,4850,70,0,0,30,100.0,0.020618556,0.01443299
1347,2443,22,21,83,0,126.0,0.051575933,0.009005321
1348,2971,45,14,70,0,129.0,0.043419722,0.015146416
1349,1595,74,0,124,0,198.0,0.12413793,0.046394985
1350,4702,0,22,47,0,69.0,0.014674607,0.0
1351,7236,145,0,364,0,509.0,0.070342734,0.020038696
1352,5370,27,30,32,0,89.0,0.016573558,0.005027933
1353,5287,116,75,0,49,240.0,0.045394365,0.02194061
1354,3691,0,0,15,0,15.0,0.004063939,0.0
1355,4830,45,0,34,0,79.0,0.016356107,0.00931677
1356,4077,102,28,15,12,157.0,0.038508706,0.025018396
1357,2541,0,0,80,0,80.0,0.03148367,0.0
1358,2398,29,16,73,0,118.0,0.049207672,0.012093411
1359,1858,0,32,0,0,32.0,0.01722282,0.0
1360,1778,0,26,34,0,60.0,0.03374578,0.0
1361,2657,0,0,0,0,0.0,0.0,0.0
1362,1836,57,11,0,0,68.0,0.037037037,0.031045752
1363,2379,16,15,51,10,92.0,0.03867171,0.006725515
1364,2672,0,0,0,0,0.0,0.0,0.0
1365,1060,47,26,9,6,88.0,0.08301887,0.044339623
1366,2625,29,58,177,0,264.0,0.10057143,0.011047619
1367,5824,75,32,42,0,149.0,0.02558379,0.012877747
1368,1905,69,0,19,0,88.0,0.046194226,0.036220472
1369,2893,10,9,0,0,19.0,0.006567577,0.0034566193
1370,3361,8,4,0,0,12.0,0.003570366,0.002380244
1371,4284,0,26,0,145,171.0,0.039915968,0.0
1372,1252,61,13,16,14,104.0,0.08306709,0.048722044
1373,2097,30,0,0,0,30.0,0.014306151,0.014306151
1374,3012,22,0,0,0,22.0,0.007304117,0.007304117
1375,4544,0,0,0,14,14.0,0.003080986,0.0
1376,2009,49,8,0,13,70.0,0.034843206,0.024390243
1377,2373,0,0,0,0,0.0,0.0,0.0
1378,1661,7,0,0,0,7.0,0.0042143287,0.0042143287
1379,1239,0,0,0,0,0.0,0.0,0.0
1380,2675,0,0,28,0,28.0,0.01046729,0.0
1381,3337,53,0,8,0,61.0,0.018279891,0.01588253
1382,1543,34,0,0,0,34.0,0.022034997,0.022034997
1383,2199,22,20,0,0,42.0,0.019099591,0.010004547
1384,3673,14,0,0,0,14.0,0.003811598,0.003811598
1385,4915,0,0,0,0,0.0,0.0,0.0
1386,1543,0,0,0,0,0.0,0.0,0.0
1387,3477,51,0,8,0,59.0,0.01696865,0.014667817
1388,3631,0,0,0,0,0.0,0.0,0.0
1389,2952,0,0,33,0,33.0,0.011178861,0.0
1390,3714,0,11,65,0,76.0,0.020463113,0.0
1391,1406,0,0,0,0,0.0,0.0,0.0
1392,2469,0,33,0,0,33.0,0.013365735,0.0
1393,1480,14,0,4,0,18.0,0.012162162,0.009459459
1394,4512,0,0,0,0,0.0,0.0,0.0
1395,3611,0,0,0,0,0.0,0.0,0.0
1396,3553,0,0,0,0,0.0,0.0,0.0
1397,2797,0,15,0,0,15.0,0.005362889,0.0
1398,2421,88,20,15,15,138.0,0.05700124,0.036348615
1399,4963,0,23,20,0,43.0,0.008664114,0.0
1400,1149,46,0,0,0,46.0,0.040034812,0.040034812
1401,1860,0,0,20,0,20.0,0.010752688,0.0
1402,1316,384,0,0,0,384.0,0.29179332,0.29179332
1403,3380,38,0,0,0,38.0,0.011242604,0.011242604
1404,2230,97,0,10,0,107.0,0.047982063,0.043497756
1405,1903,47,0,16,0,63.0,0.033105623,0.024697846
1406,1100,0,7,0,0,7.0,0.0063636363,0.0
1407,3639,26,67,13,0,106.0,0.029128881,0.00714482
1408,2673,85,23,8,0,116.0,0.04339693,0.031799477
1409,2019,76,16,17,0,109.0,0.053987123,0.037642397
1410,1237,0,0,6,0,6.0,0.004850445,0.0
1411,2061,0,0,0,0,0.0,0.0,0.0
1412,2455,38,0,10,0,48.0,0.019551935,0.015478615
1413,1784,0,0,43,0,43.0,0.024103139,0.0
1414,1131,0,0,0,0,0.0,0.0,0.0
1415,2248,0,0,0,40,40.0,0.017793594,0.0
1416,2670,209,117,0,87,413.0,0.15468165,0.078277156
1417,976,13,41,0,11,65.0,0.06659836,0.013319672
1418,2982,110,81,0,80,271.0,0.090878606,0.036887996
1419,1870,0,13,14,37,64.0,0.0342246,0.0
1420,2348,0,163,0,18,181.0,0.07708688,0.0
1421,1505,9,39,15,35,98.0,0.06511628,0.0059800665
1422,1049,21,150,33,63,267.0,0.25452814,0.020019066
1423,2993,248,61,16,18,343.0,0.11460073,0.08286001
1424,1530,53,64,54,40,211.0,0.1379085,0.034640525
1425,2049,254,16,24,0,294.0,0.14348462,0.12396291
1426,1434,49,83,7,10,149.0,0.10390516,0.034170154
1427,2152,32,48,66,0,146.0,0.06784387,0.014869888
1428,1987,49,318,33,7,407.0,0.2048314,0.024660291
1429,1710,9,69,42,21,141.0,0.08245614,0.005263158
1430,1743,27,86,16,48,177.0,0.10154905,0.015490534
1431,2144,214,272,20,113,619.0,0.28871268,0.09981343
1432,1987,0,162,0,348,510.0,0.25666836,0.0
1433,1388,32,127,54,36,249.0,0.17939481,0.023054754
1434,615,6,20,5,0,31.0,0.050406504,0.009756098
1435,2321,72,163,58,146,439.0,0.18914261,0.03102111
1436,1999,44,91,144,9,288.0,0.14407204,0.022011006
1437,2222,60,138,12,132,342.0,0.15391539,0.0270027
1438,1903,50,50,64,48,212.0,0.11140305,0.026274303
1439,1589,79,164,123,56,422.0,0.26557583,0.049716804
1440,2124,179,58,39,44,320.0,0.15065913,0.084274955
1441,1813,36,55,48,0,139.0,0.07666851,0.01985659
1442,949,8,32,45,0,85.0,0.08956797,0.008429926
1443,1016,16,50,22,0,88.0,0.08661418,0.015748031
1444,2461,106,48,11,0,165.0,0.06704592,0.043071922
1445,1459,144,97,10,47,298.0,0.20424949,0.09869774
1446,1313,135,54,19,0,208.0,0.15841584,0.102817975
1447,2864,14,53,43,0,110.0,0.03840782,0.004888268
1448,2014,154,155,36,76,421.0,0.20903674,0.07646475
1449,1329,27,88,37,17,169.0,0.12716328,0.020316027
1450,2008,0,185,76,0,261.0,0.12998007,0.0
1451,898,15,33,21,12,81.0,0.09020045,0.016703786
1452,625,9,8,42,4,63.0,0.1008,0.0144
1453,1688,0,207,26,0,233.0,0.13803318,0.0
1454,2853,54,99,23,69,245.0,0.08587452,0.018927446
1455,1984,24,0,11,0,35.0,0.017641129,0.012096774
1456,1492,44,18,28,14,104.0,0.06970509,0.029490616
1457,1965,36,27,9,0,72.0,0.03664122,0.01832061
1458,2297,85,47,44,0,176.0,0.07662168,0.037004787
1459,2660,245,114,149,128,636.0,0.23909774,0.09210526
1460,4118,87,258,277,48,670.0,0.16270034,0.02112676
1461,3087,0,18,17,0,35.0,0.011337869,0.0
1462,1776,58,107,223,153,541.0,0.3046171,0.032657657
1463,2250,70,118,78,126,392.0,0.17422222,0.031111112
1464,3471,127,42,0,15,184.0,0.05301066,0.036588877
1465,936,18,17,11,0,46.0,0.0491453,0.01923077
1466,1258,66,11,0,0,77.0,0.061208267,0.052464228
1467,3788,46,277,51,78,452.0,0.119324185,0.012143611
1468,1599,51,0,0,47,98.0,0.061288305,0.031894933
1469,2988,31,45,65,0,141.0,0.047188755,0.010374833
1470,2963,55,144,48,192,439.0,0.14816065,0.018562268
