,total_hh,lim_english_spanish_hh,lim_english_indoeuro_hh,lim_english_api_hh,lim_english_other_hh,isolated_hh,prop_isolated_hh,prop_isolated_hh_spanish
486,1771,0,0,20,0,20.0,0.011293055,0.0
487,2189,0,13,0,0,13.0,0.0059387847,0.0
488,1478,0,16,18,0,34.0,0.023004059,0.0
489,2366,0,0,0,0,0.0,0.0,0.0
490,1169,0,35,0,0,35.0,0.029940119,0.0
491,2170,0,62,0,0,62.0,0.028571429,0.0
492,1174,0,0,20,0,20.0,0.017035775,0.0
493,2642,17,13,0,0,30.0,0.011355034,0.0064345193
494,2048,10,7,10,0,27.0,0.013183594,0.0048828125
495,1402,0,0,23,0,23.0,0.016405135,0.0
496,1816,0,0,0,0,0.0,0.0,0.0
497,1222,0,5,15,0,20.0,0.016366612,0.0
498,2255,18,12,11,0,41.0,0.018181818,0.0079822615
499,1503,0,0,0,0,0.0,0.0,0.0
500,1029,13,6,4,0,23.0,0.022351798,0.0126336245
501,1351,0,0,20,0,20.0,0.014803849,0.0
502,1703,0,11,12,0,23.0,0.013505578,0.0
503,2482,0,41,28,0,69.0,0.027800161,0.0
504,2410,0,0,0,0,0.0,0.0,0.0
505,1218,0,0,0,0,0.0,0.0,0.0
506,1818,0,0,0,0,0.0,0.0,0.0
507,1602,0,0,0,0,0.0,0.0,0.0
508,951,0,5,6,0,11.0,0.011566772,0.0
509,1733,0,0,0,0,0.0,0.0,0.0
510,1852,0,0,11,0,11.0,0.0059395246,0.0
511,1277,0,0,6,0,6.0,0.004698512,0.0
512,2529,0,0,7,0,7.0,0.0027678926,0.0
513,2021,0,0,0,0,0.0,0.0,0.0
514,1972,0,0,22,0,22.0,0.011156186,0.0
515,2225,0,0,18,0,18.0,0.008089888,0.0
516,2067,0,17,27,0,44.0,0.02128689,0.0
517,1203,0,0,0,0,0.0,0.0,0.0
518,2963,0,23,39,0,62.0,0.020924738,0.0
519,3006,0,16,33,0,49.0,0.016300732,0.0
520,1646,0,0,14,0,14.0,0.008505468,0.0
521,1524,0,21,0,0,21.0,0.0137795275,0.0
522,1760,0,5,0,0,5.0,0.0028409092,0.0
523,731,0,0,0,0,0.0,0.0,0.0
524,2303,0,0,0,0,0.0,0.0,0.0
525,1163,0,0,0,8,8.0,0.006878762,0.0
526,354,0,5,0,0,5.0,0.014124294,0.0
527,2113,7,0,8,0,15.0,0.0070989113,0.0033128255
528,1048,0,0,0,0,0.0,0.0,0.0
529,2419,0,0,11,0,11.0,0.004547334,0.0
530,3837,0,0,0,0,0.0,0.0,0.0
531,2192,23,0,0,0,23.0,0.010492701,0.010492701
532,1800,49,0,0,0,49.0,0.027222222,0.027222222
533,1954,19,0,9,0,28.0,0.014329581,0.009723644
534,1537,0,0,0,0,0.0,0.0,0.0
535,919,5,0,0,0,5.0,0.0054406966,0.0054406966
536,2231,14,0,0,0,14.0,0.006275213,0.006275213
537,1328,0,0,0,0,0.0,0.0,0.0
538,2603,0,0,0,0,0.0,0.0,0.0
539,1536,0,0,0,8,8.0,0.0052083335,0.0
540,830,7,0,0,0,7.0,0.008433735,0.008433735
541,2533,0,25,0,12,37.0,0.0146071855,0.0
542,1936,0,0,23,0,23.0,0.011880165,0.0
543,1813,0,0,0,0,0.0,0.0,0.0
544,1850,0,0,10,0,10.0,0.0054054055,0.0
545,2440,0,0,41,0,41.0,0.01680328,0.0
546,2117,0,0,0,0,0.0,0.0,0.0
547,705,22,13,7,0,42.0,0.05957447,0.031205675
548,1022,0,9,0,0,9.0,0.008806262,0.0
549,1273,0,0,0,0,0.0,0.0,0.0
550,969,0,0,0,0,0.0,0.0,0.0
551,2475,0,13,0,0,13.0,0.005252525,0.0
552,2028,10,18,9,0,37.0,0.018244576,0.0049309665
553,1480,0,0,0,0,0.0,0.0,0.0
554,1504,0,0,10,0,10.0,0.0066489363,0.0
555,1493,0,9,0,0,9.0,0.006028131,0.0
556,2057,0,0,8,0,8.0,0.003889159,0.0
557,851,0,7,0,0,7.0,0.008225617,0.0
558,1580,0,0,0,0,0.0,0.0,0.0
559,881,0,0,0,0,0.0,0.0,0.0
560,1339,0,0,0,0,0.0,0.0,0.0
561,3121,0,14,0,0,14.0,0.0044857417,0.0
562,1771,13,0,0,0,13.0,0.0073404857,0.0073404857
563,1899,0,12,0,0,12.0,0.0063191154,0.0
564,1243,0,0,0,0,0.0,0.0,0.0
565,996,0,0,0,0,0.0,0.0,0.0
566,2241,26,10,0,15,51.0,0.022757698,0.011601963
567,1009,0,7,0,0,7.0,0.006937562,0.0
568,1466,33,0,0,0,33.0,0.022510232,0.022510232
569,1445,0,0,0,0,0.0,0.0,0.0
570,1009,0,0,20,0,20.0,0.019821605,0.0
571,1284,0,0,16,0,16.0,0.012461059,0.0
572,1840,0,0,0,0,0.0,0.0,0.0
573,967,0,0,5,0,5.0,0.0051706308,0.0
574,1691,0,9,0,0,9.0,0.0053222943,0.0
575,2232,12,11,0,0,23.0,0.01030466,0.005376344
576,2546,47,0,0,0,47.0,0.01846033,0.01846033
577,1462,0,41,0,0,41.0,0.028043775,0.0
578,1425,0,23,9,0,32.0,0.022456141,0.0
579,1697,0,36,0,0,36.0,0.021213908,0.0
580,1857,11,0,0,0,11.0,0.0059235324,0.0059235324
581,2241,12,0,0,0,12.0,0.0053547523,0.0053547523
582,1122,0,0,0,0,0.0,0.0,0.0
583,1690,0,13,0,0,13.0,0.0076923077,0.0
584,1143,0,30,0,0,30.0,0.026246719,0.0
585,2144,8,71,17,0,96.0,0.04477612,0.0037313432
586,2469,0,0,0,0,0.0,0.0,0.0
587,2587,0,17,0,0,17.0,0.006571318,0.0
588,2459,50,0,15,0,65.0,0.026433509,0.020333469
589,1577,9,0,0,0,9.0,0.0057070386,0.0057070386
590,1052,159,0,0,0,159.0,0.15114069,0.15114069
591,2306,13,0,0,0,13.0,0.0056374674,0.0056374674
592,2031,0,0,0,0,0.0,0.0,0.0
593,1215,0,0,0,0,0.0,0.0,0.0
594,1759,21,0,0,0,21.0,0.011938602,0.011938602
595,1024,8,0,0,0,8.0,0.0078125,0.0078125
596,2084,38,19,13,10,80.0,0.038387716,0.018234165
597,2427,168,0,0,0,168.0,0.06922126,0.06922126
598,1134,0,0,11,0,11.0,0.009700176,0.0
599,2084,28,0,0,0,28.0,0.013435701,0.013435701
600,1161,0,27,0,0,27.0,0.023255814,0.0
601,2493,0,15,13,0,28.0,0.0112314485,0.0
602,2756,80,0,0,0,80.0,0.029027576,0.029027576
603,1751,0,0,0,0,0.0,0.0,0.0
604,1388,51,0,0,0,51.0,0.036743514,0.036743514
605,1144,160,0,0,0,160.0,0.13986014,0.13986014
606,1965,62,34,0,0,96.0,0.048854962,0.031552162
607,2866,168,0,0,0,168.0,0.058618285,0.058618285
608,1443,54,0,6,0,60.0,0.04158004,0.03742204
609,1593,107,8,6,0,121.0,0.07595731,0.06716886
610,2016,0,11,0,0,11.0,0.0054563493,0.0
611,2195,10,0,0,0,10.0,0.004555809,0.004555809
612,1580,23,10,0,0,33.0,0.020886077,0.014556962
613,1596,0,0,0,0,0.0,0.0,0.0
614,1792,0,0,0,0,0.0,0.0,0.0
615,1839,6,0,0,0,6.0,0.0032626428,0.0032626428
616,1808,0,8,0,0,8.0,0.0044247787,0.0
617,2051,0,0,31,0,31.0,0.015114578,0.0
618,1198,0,0,0,0,0.0,0.0,0.0
619,1618,0,0,0,0,0.0,0.0,0.0
620,1881,0,0,8,0,8.0,0.004253057,0.0
621,684,0,0,0,0,0.0,0.0,0.0
622,2402,0,0,21,0,21.0,0.008742714,0.0
623,1532,0,0,19,0,19.0,0.012402088,0.0
624,1117,0,10,9,0,19.0,0.017009849,0.0
625,1988,20,0,0,0,20.0,0.0100603625,0.0100603625
626,1636,0,0,0,0,0.0,0.0,0.0
627,2002,6,0,16,0,22.0,0.010989011,0.002997003
628,2637,13,38,5,0,56.0,0.021236254,0.0049298443
629,689,0,0,0,0,0.0,0.0,0.0
630,2013,85,0,27,0,112.0,0.05563835,0.042225532
631,1672,0,0,28,0,28.0,0.016746411,0.0
632,2699,40,12,41,0,93.0,0.034457207,0.014820304
633,2128,69,10,0,0,79.0,0.03712406,0.03242481
634,1099,0,16,13,0,29.0,0.026387624,0.0
635,1361,20,16,19,0,55.0,0.04041146,0.014695077
636,2291,27,19,0,0,46.0,0.020078568,0.011785246
637,1300,3,0,16,0,19.0,0.014615385,0.0023076923
638,1909,0,0,0,7,7.0,0.0036668412,0.0
639,1427,0,0,0,0,0.0,0.0,0.0
640,1235,0,0,0,0,0.0,0.0,0.0
641,1610,0,0,10,0,10.0,0.0062111802,0.0
642,1553,0,9,0,0,9.0,0.005795235,0.0
643,1015,0,0,0,0,0.0,0.0,0.0
644,1164,10,0,0,0,10.0,0.008591065,0.008591065
645,1378,0,0,0,0,0.0,0.0,0.0
646,1771,0,0,0,0,0.0,0.0,0.0
647,1402,0,0,22,0,22.0,0.015691869,0.0
648,1481,0,0,0,0,0.0,0.0,0.0
649,1322,0,20,0,0,20.0,0.015128593,0.0
650,2025,0,0,14,0,14.0,0.0069135805,0.0
651,2109,20,0,24,0,44.0,0.020862969,0.009483167
652,1359,0,0,26,0,26.0,0.019131714,0.0
653,2105,18,0,0,0,18.0,0.008551069,0.008551069
654,1561,22,9,14,0,45.0,0.028827675,0.014093529
655,2187,0,0,14,0,14.0,0.0064014634,0.0
656,842,0,0,0,0,0.0,0.0,0.0
657,1566,0,10,0,0,10.0,0.006385696,0.0
658,1032,9,0,0,0,9.0,0.008720931,0.008720931
659,1380,0,0,0,0,0.0,0.0,0.0
660,1747,0,0,40,0,40.0,0.022896394,0.0
661,1304,0,0,0,7,7.0,0.005368098,0.0
662,1980,0,0,0,0,0.0,0.0,0.0
663,1457,0,0,0,9,9.0,0.006177076,0.0
664,1602,0,0,0,0,0.0,0.0,0.0
665,1581,0,22,0,0,22.0,0.013915244,0.0
666,2540,0,0,0,0,0.0,0.0,0.0
667,1536,0,10,0,0,10.0,0.0065104165,0.0
668,1183,0,0,0,0,0.0,0.0,0.0
669,1338,0,0,0,0,0.0,0.0,0.0
670,1929,0,0,11,0,11.0,0.0057024364,0.0
671,1364,25,0,9,0,34.0,0.024926687,0.018328445
672,1640,7,0,78,0,85.0,0.051829267,0.004268293
673,1228,0,34,24,0,58.0,0.047231272,0.0
674,2098,0,11,37,0,48.0,0.022878932,0.0
675,0,0,0,0,0,0.0,,
676,0,0,0,0,0,0.0,,
677,3248,0,0,0,0,0.0,0.0,0.0
678,2764,0,0,0,0,0.0,0.0,0.0
679,4435,0,81,18,0,99.0,0.022322435,0.0
680,3613,202,9,0,0,211.0,0.05840022,0.055909216
681,2233,0,0,0,0,0.0,0.0,0.0
682,4602,0,0,0,0,0.0,0.0,0.0
683,2286,85,0,0,0,85.0,0.037182853,0.037182853
684,2727,106,0,0,0,106.0,0.038870554,0.038870554
685,7473,0,0,214,0,214.0,0.028636424,0.0
686,2781,16,0,0,0,16.0,0.005753326,0.005753326
687,2577,18,18,0,0,36.0,0.013969732,0.006984866
688,3647,0,43,13,0,56.0,0.015355086,0.0
689,3389,49,0,0,0,49.0,0.014458543,0.014458543
690,2787,0,0,0,0,0.0,0.0,0.0
691,5847,191,31,0,0,222.0,0.03796819,0.032666326
692,3208,61,32,0,21,114.0,0.03553616,0.019014962
693,1840,5,31,0,0,36.0,0.019565217,0.0027173914
694,2107,24,0,0,0,24.0,0.011390603,0.011390603
695,3007,35,0,0,0,35.0,0.0116395075,0.0116395075
696,2693,145,0,16,0,161.0,0.05978463,0.053843297
697,1805,0,0,0,0,0.0,0.0,0.0
698,2351,0,0,0,0,0.0,0.0,0.0
699,3138,30,0,20,0,50.0,0.015933717,0.009560229
700,2195,0,0,0,0,0.0,0.0,0.0
701,3070,264,14,0,0,278.0,0.090553746,0.08599348
702,3327,17,32,17,0,66.0,0.019837692,0.0051097083
703,808,16,0,0,0,16.0,0.01980198,0.01980198
704,1356,17,0,0,10,27.0,0.019911505,0.012536873
705,1648,12,18,0,21,51.0,0.030946601,0.0072815535
706,1950,60,22,45,0,127.0,0.06512821,0.03076923
707,2211,217,0,46,0,263.0,0.1189507,0.098145634
708,1218,182,0,27,0,209.0,0.17159277,0.14942528
709,1486,67,0,141,10,218.0,0.14670256,0.045087483
710,1685,206,19,23,0,248.0,0.147181,0.12225519
711,1215,50,0,129,0,179.0,0.1473251,0.041152265
712,2487,3,3,273,0,279.0,0.112183355,0.0012062726
713,1861,15,0,143,15,173.0,0.092960775,0.008060182
714,2329,209,0,13,18,240.0,0.10304852,0.089738086
715,4362,122,0,84,0,206.0,0.04722604,0.027968822
716,2828,49,10,125,0,184.0,0.06506365,0.017326733
717,2383,147,0,22,0,169.0,0.07091901,0.061686948
718,570,85,0,0,0,85.0,0.1491228,0.1491228
719,2034,160,0,0,0,160.0,0.07866273,0.07866273
720,1031,104,11,74,0,189.0,0.18331717,0.10087294
721,1926,50,0,0,0,50.0,0.02596054,0.02596054
722,1538,27,0,0,0,27.0,0.017555267,0.017555267
723,1234,13,0,50,6,69.0,0.05591572,0.010534846
724,2017,18,37,10,0,65.0,0.03222608,0.008924144
725,1506,28,0,36,25,89.0,0.059096947,0.018592298
726,2588,33,0,0,0,33.0,0.012751159,0.012751159
727,2648,86,0,0,0,86.0,0.03247734,0.03247734
728,2071,21,0,0,0,21.0,0.010140029,0.010140029
729,1629,17,0,0,0,17.0,0.01043585,0.01043585
730,2176,0,0,11,0,11.0,0.005055147,0.0
731,1762,27,0,0,14,41.0,0.023269013,0.015323496
732,1073,46,0,58,0,104.0,0.09692451,0.04287046
733,1736,49,13,56,92,210.0,0.12096774,0.028225806
734,1085,18,0,104,0,122.0,0.1124424,0.016589861
735,2732,26,0,41,0,67.0,0.024524158,0.009516837
736,1031,12,8,7,0,27.0,0.026188167,0.011639185
737,2295,0,0,0,0,0.0,0.0,0.0
738,913,42,0,0,0,42.0,0.04600219,0.04600219
739,3919,0,0,21,0,21.0,0.0053585097,0.0
740,2178,42,15,67,0,124.0,0.056932967,0.019283747
741,2173,104,15,0,0,119.0,0.054763,0.0478601
742,1969,6,0,5,0,11.0,0.005586592,0.003047232
743,2714,8,0,0,0,8.0,0.0029476788,0.0029476788
744,1741,9,0,27,0,36.0,0.020677771,0.005169443
745,608,0,0,0,0,0.0,0.0,0.0
746,3054,0,42,18,0,60.0,0.019646365,0.0
747,364,65,0,9,0,74.0,0.2032967,0.17857143
748,806,27,13,0,0,40.0,0.049627792,0.03349876
749,1218,0,8,0,0,8.0,0.0065681445,0.0
750,3203,5,28,43,0,76.0,0.023727756,0.0015610366
751,2235,33,0,24,0,57.0,0.025503356,0.014765101
752,0,0,0,0,0,0.0,,
753,2782,20,0,0,0,20.0,0.0071890727,0.0071890727
754,3269,92,0,0,0,92.0,0.028143164,0.028143164
755,1468,28,0,0,0,28.0,0.01907357,0.01907357
756,2770,0,8,0,0,8.0,0.0028880867,0.0
757,1755,11,11,6,0,28.0,0.015954416,0.006267806
758,2563,0,0,15,0,15.0,0.0058525167,0.0
759,2962,48,0,0,0,48.0,0.016205266,0.016205266
760,3119,55,0,12,0,67.0,0.021481244,0.017633857
761,1597,0,15,0,0,15.0,0.009392611,0.0
762,3192,0,0,24,0,24.0,0.007518797,0.0
763,581,0,0,6,0,6.0,0.0103270225,0.0
764,1941,7,0,35,36,78.0,0.04018547,0.0036063883
765,2370,0,12,20,0,32.0,0.01350211,0.0
766,2294,17,0,0,0,17.0,0.0074106366,0.0074106366
767,3724,43,0,0,0,43.0,0.011546724,0.011546724
768,3049,64,38,38,0,140.0,0.045916695,0.020990489
769,3251,0,0,12,0,12.0,0.003691172,0.0
770,1322,10,0,0,0,10.0,0.0075642965,0.0075642965
771,5297,206,0,0,40,246.0,0.046441384,0.038889937
772,2791,12,0,46,0,58.0,0.020781081,0.004299534
773,2166,79,0,0,0,79.0,0.03647276,0.03647276
774,1574,20,0,0,0,20.0,0.01270648,0.01270648
775,2141,20,7,40,0,67.0,0.031293787,0.009341429
776,1676,0,7,0,0,7.0,0.004176611,0.0
777,1429,0,0,0,0,0.0,0.0,0.0
778,2055,0,0,0,0,0.0,0.0,0.0
779,2589,0,0,0,0,0.0,0.0,0.0
780,2804,75,30,17,5,127.0,0.04529244,0.026747504
781,2198,0,0,0,0,0.0,0.0,0.0
782,2459,0,11,81,0,92.0,0.037413582,0.0
783,2949,117,22,0,0,139.0,0.047134623,0.039674465
784,2661,0,8,0,0,8.0,0.0030063887,0.0
785,2849,0,0,17,0,17.0,0.005967006,0.0
786,1677,0,11,11,0,22.0,0.013118665,0.0
787,3519,33,18,33,0,84.0,0.023870418,0.009377664
788,1179,0,0,0,0,0.0,0.0,0.0
789,1239,0,0,0,0,0.0,0.0,0.0
790,1412,43,10,7,0,60.0,0.04249292,0.030453257
791,1607,0,9,0,0,9.0,0.0056004976,0.0
792,2322,0,19,23,0,42.0,0.018087855,0.0
793,1685,0,18,11,19,48.0,0.028486647,0.0
794,2021,0,9,41,0,50.0,0.024740228,0.0
795,2022,0,0,0,0,0.0,0.0,0.0
796,1150,0,0,8,0,8.0,0.006956522,0.0
797,2163,0,0,28,0,28.0,0.012944984,0.0
798,1240,0,31,8,0,39.0,0.031451613,0.0
799,1737,0,7,0,0,7.0,0.0040299366,0.0
800,2423,0,0,20,0,20.0,0.00825423,0.0
801,1639,0,0,0,0,0.0,0.0,0.0
802,3094,12,62,90,0,164.0,0.05300582,0.0038784745
803,1306,0,9,0,0,9.0,0.006891271,0.0
804,1509,11,0,0,0,11.0,0.007289596,0.007289596
805,1681,0,0,0,0,0.0,0.0,0.0
806,1564,7,25,8,0,40.0,0.025575448,0.0044757035
807,1985,37,7,0,0,44.0,0.022166247,0.0186398
808,2323,42,58,65,15,180.0,0.07748601,0.018080069
809,2881,165,40,92,0,297.0,0.103089206,0.057271782
810,2056,11,50,28,0,89.0,0.043287937,0.0053501944
811,1365,23,55,8,0,86.0,0.06300367,0.016849818
812,1235,0,0,0,0,0.0,0.0,0.0
813,2055,60,22,0,0,82.0,0.039902676,0.02919708
814,1143,116,21,0,26,163.0,0.14260717,0.101487316
815,1847,119,30,11,0,160.0,0.08662696,0.06442881
816,2454,39,269,16,0,324.0,0.13202934,0.01589242
817,1443,36,14,8,42,100.0,0.06930007,0.024948025
818,2594,20,12,0,0,32.0,0.01233616,0.0077101
819,2281,135,18,13,0,166.0,0.072775096,0.05918457
820,3055,91,32,13,42,178.0,0.05826514,0.029787235
821,1790,34,0,17,0,51.0,0.02849162,0.018994413
822,1909,0,0,29,0,29.0,0.015191199,0.0
823,4186,0,21,0,73,94.0,0.022455806,0.0
824,2847,0,0,0,0,0.0,0.0,0.0
825,1783,142,44,0,0,186.0,0.10431857,0.07964105
826,1463,252,0,13,0,265.0,0.18113466,0.17224881
827,3108,27,0,0,0,27.0,0.008687259,0.008687259
828,2340,312,0,0,0,312.0,0.13333334,0.13333334
829,2324,148,0,0,55,203.0,0.0873494,0.0636833
830,2022,55,0,0,0,55.0,0.027200792,0.027200792
831,1847,380,0,0,21,401.0,0.21710883,0.20573904
832,3321,642,63,16,40,761.0,0.22914785,0.19331527
833,2653,143,14,0,0,157.0,0.05917829,0.053901244
834,1654,77,7,16,23,123.0,0.074365176,0.04655381
835,1871,167,0,0,0,167.0,0.089257084,0.089257084
836,3180,167,0,31,20,218.0,0.06855346,0.052515723
837,2574,21,0,19,0,40.0,0.015540016,0.008158508
838,1366,64,0,0,32,96.0,0.07027818,0.046852123
839,1813,0,17,8,0,25.0,0.0137893,0.0
840,2270,0,13,20,0,33.0,0.014537445,0.0
841,633,28,13,0,0,41.0,0.06477093,0.044233806
842,3679,198,13,82,41,334.0,0.09078554,0.05381897
843,1733,46,8,10,0,64.0,0.036930177,0.026543567
844,1588,95,0,0,0,95.0,0.059823677,0.059823677
845,2042,75,0,7,0,82.0,0.04015671,0.0367287
846,2349,40,15,0,0,55.0,0.023414219,0.017028524
847,2916,19,0,11,0,30.0,0.010288066,0.006515775
848,5253,0,85,0,0,85.0,0.01618123,0.0
849,2578,19,0,23,0,42.0,0.016291698,0.0073700543
850,3130,0,46,245,0,291.0,0.09297124,0.0
851,1769,0,0,0,0,0.0,0.0,0.0
852,2451,0,0,31,0,31.0,0.012647899,0.0
853,1012,0,0,0,0,0.0,0.0,0.0
854,1485,3,0,0,0,3.0,0.002020202,0.002020202
855,2209,0,0,23,0,23.0,0.010411951,0.0
856,1848,261,0,0,0,261.0,0.14123377,0.14123377
857,2530,91,0,5,0,96.0,0.037944663,0.03596838
858,2522,244,0,0,0,244.0,0.09674861,0.09674861
859,3631,312,14,0,0,326.0,0.08978243,0.08592674
860,3564,276,0,12,0,288.0,0.08080808,0.077441074
861,3958,0,0,0,0,0.0,0.0,0.0
862,2171,35,0,0,0,35.0,0.016121604,0.016121604
863,2948,164,0,14,0,178.0,0.06037992,0.055630937
864,3254,75,0,0,0,75.0,0.023048555,0.023048555
865,2188,129,0,10,0,139.0,0.06352834,0.058957953
866,2088,36,6,0,0,42.0,0.020114943,0.01724138
867,3191,31,21,0,13,65.0,0.02036979,0.009714823
868,2196,31,33,0,20,84.0,0.038251366,0.014116576
869,1831,0,15,66,0,81.0,0.04423812,0.0
870,1143,7,0,0,0,7.0,0.0061242343,0.0061242343
871,1952,0,0,30,0,30.0,0.015368853,0.0
872,3645,34,0,0,0,34.0,0.009327847,0.009327847
873,785,11,0,0,0,11.0,0.014012739,0.014012739
874,984,14,0,0,0,14.0,0.014227643,0.014227643
875,1660,0,0,0,0,0.0,0.0,0.0
876,1294,0,0,8,0,8.0,0.00618238,0.0
877,1474,0,11,0,0,11.0,0.0074626864,0.0
878,976,0,26,0,15,41.0,0.042008195,0.0
879,962,0,0,0,0,0.0,0.0,0.0
880,1090,0,0,0,0,0.0,0.0,0.0
881,1783,0,9,0,0,9.0,0.0050476724,0.0
882,2601,16,0,0,0,16.0,0.00615148,0.00615148
883,1315,0,0,0,0,0.0,0.0,0.0
884,2829,0,87,0,0,87.0,0.030752916,0.0
885,3014,0,40,0,16,56.0,0.01857996,0.0
886,843,552,0,19,0,571.0,0.67734283,0.6548043
887,1784,7,30,53,0,90.0,0.05044843,0.003923767
888,3050,9,62,332,33,436.0,0.14295082,0.0029508197
889,2001,0,0,7,0,7.0,0.0034982509,0.0
890,2000,0,7,15,0,22.0,0.011,0.0
891,1209,0,0,10,0,10.0,0.008271298,0.0
892,2149,0,0,49,0,49.0,0.022801302,0.0
893,2525,27,94,105,41,267.0,0.105742574,0.01069307
894,4078,39,97,0,0,136.0,0.03334968,0.009563511
895,928,16,4,14,0,34.0,0.036637932,0.01724138
896,3294,33,96,91,0,220.0,0.0667881,0.010018215
897,1456,162,69,50,0,281.0,0.1929945,0.11126374
898,1719,444,28,81,0,553.0,0.32169867,0.2582897
899,1578,241,42,6,0,289.0,0.18314321,0.15272497
900,1803,278,19,101,19,417.0,0.23128119,0.15418747
901,1202,109,62,99,0,270.0,0.22462562,0.09068219
902,1419,265,0,26,0,291.0,0.205074,0.18675123
903,2047,52,0,14,11,77.0,0.037616022,0.025403028
904,1242,196,6,33,68,303.0,0.24396135,0.15780999
905,1983,512,0,23,0,535.0,0.26979324,0.25819466
906,1764,34,18,17,0,69.0,0.039115645,0.019274376
907,1410,16,0,0,0,16.0,0.011347517,0.011347517
908,1250,449,0,0,52,501.0,0.4008,0.3592
909,1638,257,0,17,34,308.0,0.18803419,0.15689866
910,1631,96,0,16,0,112.0,0.06866953,0.058859594
911,847,196,0,19,0,215.0,0.25383708,0.23140496
912,2081,523,12,9,46,590.0,0.28351754,0.2513215
913,2413,29,46,87,0,162.0,0.06713635,0.0120182345
914,1413,45,16,39,25,125.0,0.08846426,0.031847134
915,2540,0,53,80,0,133.0,0.052362204,0.0
916,1826,10,0,13,0,23.0,0.012595838,0.0054764515
917,2578,30,0,86,13,129.0,0.05003879,0.011636928
918,1227,0,0,15,0,15.0,0.012224939,0.0
919,2489,97,17,47,0,161.0,0.064684615,0.038971476
920,1741,0,13,24,0,37.0,0.021252153,0.0
921,2218,0,63,17,0,80.0,0.03606853,0.0
922,2140,130,0,41,70,241.0,0.11261682,0.060747664
923,2449,73,0,0,0,73.0,0.029808085,0.029808085
924,2521,25,11,0,0,36.0,0.014280047,0.0099166995
925,2692,123,0,0,39,162.0,0.060178306,0.045690935
926,1701,22,10,12,0,44.0,0.025867136,0.012933568
927,2687,0,0,36,0,36.0,0.013397842,0.0
928,2589,13,0,84,0,97.0,0.037466202,0.005021244
929,852,43,10,14,0,67.0,0.078638494,0.050469484
930,1120,76,0,0,0,76.0,0.067857146,0.067857146
931,2274,339,93,38,34,504.0,0.22163588,0.14907652
932,1857,16,23,10,0,49.0,0.026386645,0.008616047
933,3405,61,0,0,67,128.0,0.037591778,0.017914832
934,2102,0,10,64,77,151.0,0.071836345,0.0
935,2774,30,67,21,23,141.0,0.050829127,0.010814708
936,2083,13,0,0,180,193.0,0.092654824,0.0062409984
937,822,22,0,0,3,25.0,0.030413626,0.02676399
938,1509,0,0,11,0,11.0,0.007289596,0.0
939,2009,0,0,39,39,78.0,0.038825285,0.0
940,1995,9,0,0,0,9.0,0.004511278,0.004511278
941,1690,0,14,99,55,168.0,0.099408284,0.0
942,1690,14,70,59,251,394.0,0.23313609,0.008284024
943,1120,0,185,99,100,384.0,0.34285715,0.0
944,2343,0,164,372,313,849.0,0.36235595,0.0
945,1803,0,64,51,241,356.0,0.1974487,0.0
946,608,0,53,65,52,170.0,0.27960527,0.0
947,1388,10,26,0,30,66.0,0.047550432,0.007204611
948,1093,0,27,0,0,27.0,0.024702653,0.0
949,2773,0,236,61,0,297.0,0.10710422,0.0
950,2891,27,0,69,0,96.0,0.033206504,0.009339329
951,2056,0,54,0,0,54.0,0.026264591,0.0
952,1803,0,0,0,10,10.0,0.005546312,0.0
953,930,0,6,74,0,80.0,0.086021505,0.0
954,1418,0,0,14,0,14.0,0.0098730605,0.0
955,2309,12,0,0,121,133.0,0.057600692,0.005197055
956,2757,17,0,0,13,30.0,0.010881393,0.0061661224
957,1642,0,0,0,11,11.0,0.006699147,0.0
958,1270,8,0,0,0,8.0,0.0062992126,0.0062992126
959,1575,0,5,9,0,14.0,0.008888889,0.0
960,1018,0,4,0,0,4.0,0.003929273,0.0
961,1704,0,0,0,0,0.0,0.0,0.0
962,1545,9,0,18,0,27.0,0.017475728,0.0058252425
963,1679,9,0,0,32,41.0,0.024419297,0.0053603337
964,1737,0,0,0,0,0.0,0.0,0.0
965,698,6,0,0,0,6.0,0.008595988,0.008595988
966,2067,0,15,17,11,43.0,0.020803096,0.0
967,1307,11,0,9,13,33.0,0.025248662,0.008416221
968,864,7,0,24,7,38.0,0.04398148,0.008101852
969,0,0,0,0,0,0.0,,
970,2252,13,0,9,143,165.0,0.073268205,0.0057726465
971,2660,0,28,29,10,67.0,0.02518797,0.0
972,2302,20,0,0,0,20.0,0.008688097,0.008688097
973,1815,11,8,0,33,52.0,0.028650139,0.006060606
974,2535,0,0,0,0,0.0,0.0,0.0
975,1326,7,0,9,0,16.0,0.012066365,0.005279035
976,1351,0,11,0,0,11.0,0.008142117,0.0
977,2180,10,0,36,19,65.0,0.029816514,0.0045871558
978,2236,8,8,0,0,16.0,0.007155635,0.0035778175
979,2321,0,0,47,4,51.0,0.021973288,0.0
980,2399,0,15,15,31,61.0,0.025427261,0.0
981,3686,0,0,0,17,17.0,0.0046120454,0.0
982,3658,0,0,0,0,0.0,0.0,0.0
983,1510,0,0,0,0,0.0,0.0,0.0
984,3505,0,0,0,0,0.0,0.0,0.0
985,1677,26,0,0,20,46.0,0.027429935,0.015503876
986,2096,0,0,0,0,0.0,0.0,0.0
987,1832,10,0,0,0,10.0,0.005458515,0.005458515
